IBGE,Municipio,Population,Date,TotalVaccinations,PeopleVaccinated,PeopleFullyVaccinated,PercFullyVaccinated
3106309,Belo Oriente,27277,2022-06-28,49773,21027,18368,67.3387835905708
3106408,Belo Vale,7723,2022-06-28,22714,8648,8017,103.806810824809
3106507,Berilo,11813,2022-06-28,26629,10307,9823,83.1541522051977
3106705,Betim,450024,2022-06-28,1025093,403835,372629,82.8020283362665
3106804,Bias Fortes,3282,2022-06-28,5903,2649,2293,69.8659354052407
3106903,Bicas,14612,2022-06-28,36046,13036,12109,82.8702436353682
3107000,Biquinhas,2482,2022-06-28,6335,2199,2093,84.3271555197422
3107109,Boa Esperança,40308,2022-06-28,98026,36166,34221,84.8987793986306
3107307,Bocaiúva,50521,2022-06-28,87010,40755,34602,68.490330753548
3107406,Bom Despacho,51436,2022-06-28,112227,45079,40363,78.4722762267673
3107505,Bom Jardim de Minas,6444,2022-06-28,18972,7119,6707,104.081315952824
3107604,Bom Jesus da Penha,4270,2022-06-28,12725,4729,4459,104.426229508197
3107802,Bom Jesus do Galho,14792,2022-06-28,27981,11303,9879,66.7861005949162
3107901,Bom Repouso,10527,2022-06-28,28892,11403,10234,97.2166809157405
3108008,Bom Sucesso,17612,2022-06-28,46945,16987,15973,90.6938451056098
3108107,Bonfim,6852,2022-06-28,22838,7952,7503,109.500875656743
3108206,Bonfinópolis de Minas,5397,2022-06-28,10637,4486,3893,72.1326662960904
3108255,Bonito de Minas,11502,2022-06-28,22216,8619,8168,71.0137367414363
3108305,Borda da Mata,19809,2022-06-28,42965,15448,14518,73.2899187238124
3108404,Botelhos,14927,2022-06-28,35832,12933,12373,82.8900649829169
3108503,Botumirim,6259,2022-06-28,12574,5007,4464,71.3212973318422
3108552,Brasilândia de Minas,16950,2022-06-28,34647,14759,13397,79.0383480825959
3108602,Brasília de Minas,32460,2022-06-28,63174,27507,21988,67.7387553912508
3108909,Brazópolis,14364,2022-06-28,39815,14389,14029,97.6677805625174
3109006,Brumadinho,41208,2022-06-28,96404,37456,34606,83.9788390603766
3109105,Bueno Brandão,10982,2022-06-28,30285,10901,10542,95.9934438171553
3109204,Buenópolis,10342,2022-06-28,20919,8026,7125,68.893830980468
3109253,Bugre,3984,2022-06-28,10866,4058,3770,94.6285140562249
3109303,Buritis,25179,2022-06-28,44534,20360,17030,67.6357281861869
3109402,Buritizeiro,28184,2022-06-28,48189,21475,18444,65.4413851830826
3109451,Cabeceira Grande,7025,2022-06-28,12072,4751,4299,61.1957295373666
3109501,Cabo Verde,14074,2022-06-28,31372,11427,10754,76.4104021600114
3109600,Cachoeira da Prata,3580,2022-06-28,11894,4108,3944,110.167597765363
3109709,Cachoeira de Minas,11609,2022-06-28,30841,10972,10703,92.1957102248256
3109808,Cachoeira Dourada,2720,2022-06-28,6116,2298,2130,78.3088235294118
3109907,Caetanópolis,11869,2022-06-28,26412,10324,9421,79.3748420254444
3110004,Caeté,45364,2022-06-28,96707,37297,35283,77.7775328454281
3110103,Caiana,5584,2022-06-28,12318,4925,4510,80.7664756446991
3110202,Cajuri,3961,2022-06-28,11765,4535,4124,104.115122443827
3110301,Caldas,14600,2022-06-28,34004,12242,11544,79.0684931506849
3110509,Camanducaia,21831,2022-06-28,53536,21483,19378,88.7636846685905
3110608,Cambuí,30068,2022-06-28,72953,27765,25584,85.0871358254623
3110707,Cambuquira,12810,2022-06-28,30065,11487,10405,81.2256049960968
3110806,Campanário,3739,2022-06-28,8486,3357,3092,82.6959079967906
3110905,Campanha,16855,2022-06-28,37890,14979,13590,80.6288935034115
3111002,Campestre,21052,2022-06-28,49491,18642,17404,82.6714801444043
3111101,Campina Verde,19759,2022-06-28,35761,15806,14445,73.10592641328
3111200,Campo Belo,54338,2022-06-28,130736,48986,45814,84.3130037910854
3111309,Campo do Meio,11648,2022-06-28,32557,12492,11361,97.5360576923077
3111408,Campo Florido,8383,2022-06-28,14182,5589,5184,61.8394369557438
3111507,Campos Altos,15661,2022-06-28,29344,12950,10998,70.2254006768406
3111606,Campos Gerais,28908,2022-06-28,63635,23752,22094,76.4286702642867
3111804,Canápolis,12251,2022-06-28,28537,10489,9990,81.5443637254102
3111903,Cana Verde,5585,2022-06-28,13615,5005,4773,85.4610564010743
3112000,Candeias,14890,2022-06-28,42257,14698,14221,95.5070517125588
3112109,Caparaó,5464,2022-06-28,11748,5170,4553,83.3272327964861
3112208,Capela Nova,4616,2022-06-28,13409,4952,4684,101.473136915078
3112307,Capelinha,38321,2022-06-28,98712,39009,35760,93.3169802458182
3112406,Capetinga,6860,2022-06-28,19359,7313,6839,99.6938775510204
3112505,Capim Branco,9896,2022-06-28,19980,7705,6749,68.1992724333064
3112604,Capinópolis,16294,2022-06-28,39169,14911,13975,85.767767276298
3112653,Capitão Andrade,5559,2022-06-28,11778,4593,4160,74.8336031660371
3112802,Capitólio,8693,2022-06-28,25261,10099,9033,103.911192913839
3112901,Caputira,9318,2022-06-28,17054,7014,6303,67.6432710882164
3113008,Caraí,23872,2022-06-28,32050,15465,11410,47.796581769437
3113107,Caranaíba,3150,2022-06-28,9344,3475,3291,104.476190476191
3113206,Carandaí,25831,2022-06-28,62599,24408,22419,86.7910649994193
3113305,Carangola,33022,2022-06-28,75830,29972,27397,82.9659015201987
3113404,Caratinga,93124,2022-06-28,172936,73167,63311,67.9856964907006
3113503,Carbonita,9423,2022-06-28,24649,9254,8751,92.8685132123528
3113602,Careaçu,6826,2022-06-28,18196,6745,6437,94.3012012891884
3113701,Carlos Chagas,18516,2022-06-28,47815,18748,17069,92.1851371786563
3113800,Carmésia,2660,2022-06-28,6110,2285,2194,82.4812030075188
3113909,Carmo da Cachoeira,12193,2022-06-28,29978,11161,10547,86.5004510784877
3114006,Carmo da Mata,11546,2022-06-28,31517,10873,10452,90.5248570933657
3114105,Carmo de Minas,15031,2022-06-28,31287,12053,11254,74.8719313418934
3114204,Carmo do Cajuru,22900,2022-06-28,52521,20952,18296,79.8951965065502
3114303,Carmo do Paranaíba,30339,2022-06-28,81732,29961,28456,93.7934671544876
3114402,Carmo do Rio Claro,21310,2022-06-28,49645,18337,17430,81.7925856405443
3114501,Carmópolis de Minas,19756,2022-06-28,43101,16874,15582,78.8722413444017
3114550,Carneirinho,10103,2022-06-28,19181,7321,6844,67.7422547758092
3114600,Carrancas,4052,2022-06-28,12058,4484,4290,105.873642645607
3114709,Carvalhópolis,3614,2022-06-28,9537,3269,3221,89.12562257886
3114808,Carvalhos,4445,2022-06-28,12110,4356,4215,94.8256467941507
3115003,Cascalho Rico,3108,2022-06-28,7921,2907,2734,87.966537966538
3115102,Cássia,17741,2022-06-28,45486,17069,16156,91.0658925652444
3115201,Conceição da Barra de Minas,3939,2022-06-28,10781,3887,3736,94.8464077176948
3115300,Cataguases,75942,2022-06-28,158962,60458,56164,73.9564404413895
3115359,Catas Altas,5465,2022-06-28,11825,4367,4053,74.1628545288198
3115458,Catuji,6206,2022-06-28,15878,7021,5967,96.1488881727361
3115474,Catuti,4944,2022-06-28,10726,4231,3888,78.6407766990291
3115508,Caxambu,21566,2022-06-28,54260,20882,19242,89.2237781693406
3115607,Cedro do Abaeté,1150,2022-06-28,3585,1264,1206,104.869565217391
3115706,Central de Minas,7059,2022-06-28,13857,5668,4995,70.7607309817255
3115904,Chácara,3216,2022-06-28,9107,3277,2978,92.5995024875622
3116100,Chapada do Norte,15334,2022-06-28,28501,10545,9956,64.9276118429633
3116159,Chapada Gaúcha,14217,2022-06-28,25281,10570,9412,66.2024337061265
3116308,Cipotânea,6811,2022-06-28,15046,5451,5163,75.8038467185435
3116407,Claraval,4873,2022-06-28,8872,3507,3318,68.0894726041453
3116506,Claro dos Poções,7478,2022-06-28,18056,7024,6606,88.3391281091201
3116605,Cláudio,29093,2022-06-28,76248,29410,27238,93.6238957824906
3116704,Coimbra,7631,2022-06-28,19781,7273,6487,85.0085178875639
3116803,Coluna,8810,2022-06-28,25259,9318,8856,100.522133938706
3117009,Comercinho,6624,2022-06-28,17344,7163,6087,91.893115942029
3117207,Conceição das Pedras,2814,2022-06-28,7345,2691,2602,92.4662402274343
3117306,Conceição das Alagoas,28782,2022-06-28,68938,27537,25121,87.2802445973178
3117405,Conceição de Ipanema,4581,2022-06-28,9308,3838,3451,75.3328967474351
3117504,Conceição do Mato Dentro,17438,2022-06-28,55176,21545,19715,113.057690102076
3117603,Conceição do Pará,5558,2022-06-28,15135,5903,5529,99.4782295789853
3117702,Conceição do Rio Verde,13729,2022-06-28,35839,13251,12509,91.1137009250492
3117801,Conceição dos Ouros,11852,2022-06-28,25594,9766,9195,77.5818427269659
3117836,Cônego Marinho,7730,2022-06-28,17143,6636,6179,79.9353169469599
3117876,Confins,6867,2022-06-28,19871,7542,7248,105.548274355614
3117900,Congonhal,12209,2022-06-28,30947,11696,10873,89.057252846261
3118007,Congonhas,55836,2022-06-28,146622,54541,51455,92.1538075793395
3118106,Congonhas do Norte,5047,2022-06-28,10519,4120,3946,78.1850604319398
3118205,Conquista,6997,2022-06-28,17770,6529,6182,88.3521509218237
3118304,Conselheiro Lafaiete,130584,2022-06-28,309903,113785,105436,80.7418979354286
3118403,Conselheiro Pena,22975,2022-06-28,46538,19062,16830,73.253536452666
3118601,Contagem,673849,2022-06-28,1323247,534040,489193,72.5968280727581
3118809,Coração de Jesus,26620,2022-06-28,50301,20666,18614,69.9248685199099
3119005,Cordislândia,3546,2022-06-28,7749,2840,2668,75.2397067117879
3119104,Corinto,23607,2022-06-28,51093,20573,18277,77.4219511161944
3119203,Coroaci,9897,2022-06-28,19977,7467,6887,69.5867434576134
3119302,Coromandel,27958,2022-06-28,66309,25755,23825,85.2171113813578
3119401,Coronel Fabriciano,110709,2022-06-28,223450,89613,83077,75.0408729190942
3119500,Coronel Murta,9209,2022-06-28,20981,7678,7281,79.0639591703768
3119609,Coronel Pacheco,3095,2022-06-28,8214,2970,2824,91.2439418416801
3119708,Coronel Xavier Chaves,3448,2022-06-28,10769,3700,3574,103.654292343387
3119807,Córrego Danta,3168,2022-06-28,8769,3263,3062,96.6540404040404
3119906,Córrego do Bom Jesus,3685,2022-06-28,10289,3605,3411,92.5644504748982
3119955,Córrego Fundo,6425,2022-06-28,16306,6170,5826,90.6770428015564
3120102,Couto de Magalhães de Minas,4436,2022-06-28,9981,3775,3400,76.6456266907124
3120201,Cristais,13060,2022-06-28,32696,12184,11489,87.9709035222052
3120409,Cristiano Otoni,5161,2022-06-28,13699,5171,4832,93.6252664212362
3120508,Cristina,10211,2022-06-28,27552,10180,9624,94.2512976202135
3120607,Crucilândia,5072,2022-06-28,14035,4991,4690,92.4684542586751
3120706,Cruzeiro da Fortaleza,3651,2022-06-28,12262,4703,4456,122.048753766091
3120805,Cruzília,15529,2022-06-28,44698,16135,15247,98.1840427587095
3120839,Cuparaque,5026,2022-06-28,8977,3769,3237,64.4050935137286
3120870,Curral de Dentro,7867,2022-06-28,16411,6933,6120,77.7933138426338
3120904,Curvelo,81085,2022-06-28,192981,74477,67853,83.6813220694333
3121100,Delfim Moreira,8007,2022-06-28,18109,6646,6255,78.119145747471
3121209,Delfinópolis,7146,2022-06-28,21808,8855,8145,113.979848866499
3121258,Delta,10994,2022-06-28,22408,9362,8446,76.8237220301983
3121308,Descoberto,5044,2022-06-28,10901,4641,4119,81.6613798572562
3121407,Desterro de Entre Rios,7266,2022-06-28,18430,6881,6651,91.5359207266722
3121506,Desterro do Melo,2867,2022-06-28,9641,3564,3411,118.974537844437
3121605,Diamantina,47924,2022-06-28,119399,45499,41210,85.9903180035056
3121803,Dionísio,7493,2022-06-28,17922,6806,6111,81.5561190444415
3121902,Divinésia,3430,2022-06-28,11555,4629,4060,118.367346938776
3122009,Divino,20020,2022-06-28,48832,19448,17893,89.3756243756244
3122108,Divino das Laranjeiras,4969,2022-06-28,10435,4092,3715,74.7635339102435
3122207,Divinolândia de Minas,7655,2022-06-28,16767,6354,5867,76.6427171783148
3122306,Divinópolis,242505,2022-06-28,504063,196905,184806,76.2070885136389
3122355,Divisa Alegre,6946,2022-06-28,15595,6006,5596,80.564353584797
3122454,Divisópolis,11396,2022-06-28,12718,5449,4702,41.2600912600913
3122603,Dom Joaquim,4436,2022-06-28,13440,5003,4871,109.806131650135
3122702,Dom Silvério,5227,2022-06-28,13824,5286,4971,95.1023531662522
3122801,Dom Viçoso,2992,2022-06-28,8036,2825,2776,92.7807486631016
3122900,Dona Euzébia,6664,2022-06-28,13490,5489,4958,74.3997599039616
3123007,Dores de Campos,10291,2022-06-28,24498,9152,8620,83.7625109318822
3123106,Dores de Guanhães,5139,2022-06-28,11580,4501,4192,81.5722903288578
3123205,Dores do Indaiá,13373,2022-06-28,32325,12193,11365,84.9846706049503
3123304,Dores do Turvo,4202,2022-06-28,11957,4412,4073,96.9300333174679
3123528,Durandé,7898,2022-06-28,16127,6782,6012,76.1205368447708
3123601,Elói Mendes,28556,2022-06-28,61368,23666,22018,77.104636503712
3123700,Engenheiro Caldas,11268,2022-06-28,21908,8896,7688,68.2286119985801
3123809,Engenheiro Navarro,7240,2022-06-28,16474,6681,5865,81.0082872928177
3123858,Entre Folhas,5383,2022-06-28,11359,4503,4202,78.0605610254505
3123908,Entre Rios de Minas,15458,2022-06-28,37037,13481,12896,83.4260577047484
3124005,Ervália,19019,2022-06-28,48512,19086,17675,92.9333824070666
3124104,Esmeraldas,72512,2022-06-28,144954,59077,53193,73.357513239188
3124203,Espera Feliz,25287,2022-06-28,58967,22941,21385,84.5691462016056
3124302,Espinosa,31603,2022-06-28,61837,24196,22267,70.4585007752429
3124401,Espírito Santo do Dourado,4728,2022-06-28,14634,5729,5210,110.194585448393
3124500,Estiva,11416,2022-06-28,29008,10640,10252,89.8037841625788
3124708,Estrela do Indaiá,3483,2022-06-28,9053,3271,3170,91.0134941142693
3124807,Estrela do Sul,8057,2022-06-28,14611,5176,4997,62.0206032021844
3124906,Eugenópolis,11383,2022-06-28,22396,9030,8099,71.1499604673636
3125002,Ewbank da Câmara,3932,2022-06-28,11533,4319,4004,101.831129196338
3125101,Extrema,37649,2022-06-28,125784,48479,45313,120.356450370528
3125200,Fama,2374,2022-06-28,5246,1972,1819,76.6217354675653
3125309,Faria Lemos,3202,2022-06-28,8282,3071,2821,88.1011867582761
3125408,Felício dos Santos,4656,2022-06-28,15812,5991,5582,119.888316151203
3125705,Felixlândia,15528,2022-06-28,41981,15053,14154,91.1514683153014
3125804,Fernandes Tourinho,3500,2022-06-28,7037,2878,2524,72.1142857142857
3125903,Ferros,9576,2022-06-28,28175,10173,9625,100.511695906433
3125952,Fervedouro,11100,2022-06-28,26099,10394,9660,87.027027027027
3126000,Florestal,7602,2022-06-28,21238,8031,7065,92.9360694554065
3126109,Formiga,67956,2022-06-28,173846,65598,60923,89.6506563070222
3126307,Fortaleza de Minas,4460,2022-06-28,9560,3369,3232,72.4663677130045
3126406,Fortuna de Minas,2986,2022-06-28,8407,2991,2860,95.7803081044876
3126505,Francisco Badaró,10311,2022-06-28,22487,8530,7716,74.8327029386093
3126604,Francisco Dumont,5268,2022-06-28,14127,6167,5706,108.314350797267
3126703,Francisco Sá,26459,2022-06-28,50831,21129,18705,70.6942817188858
3126752,Franciscópolis,5287,2022-06-28,11313,4502,4162,78.721392093815
3126802,Frei Gaspar,5858,2022-06-28,11217,4900,4343,74.1379310344828
3126901,Frei Inocêncio,9716,2022-06-28,18393,7767,6448,66.3647591601482
3127008,Fronteira,18866,2022-06-28,31461,12081,11222,59.4826672320577
3127073,Fruta de Leite,5232,2022-06-28,11551,4765,4306,82.3012232415902
3127107,Frutal,60508,2022-06-28,113851,48091,41374,68.377735175514
3127206,Funilândia,4434,2022-06-28,10312,3871,3657,82.4763193504736
3127305,Galiléia,6764,2022-06-28,13417,5768,4787,70.7717327025429
3127339,Gameleiras,5084,2022-06-28,11059,4549,4080,80.2517702596381
3127354,Glaucilândia,3177,2022-06-28,7067,2593,2416,76.0465848284545
3127388,Goianá,4014,2022-06-28,10901,4182,3848,95.8644743398107
3127404,Gonçalves,4360,2022-06-28,11678,4206,4136,94.8623853211009
3127602,Gouveia,11811,2022-06-28,27915,11042,9926,84.0403014139362
3127701,Governador Valadares,282164,2022-06-28,521863,222996,189189,67.0493046597015
3127800,Grão Mogol,15943,2022-06-28,28290,11334,10232,64.178636392147
3128006,Guanhães,34818,2022-06-28,78973,29132,27412,78.7293928427825
3128105,Guapé,14269,2022-06-28,33682,13217,12241,85.7873712243325
3128204,Guaraciaba,10307,2022-06-28,23086,7930,7617,73.9012321723101
3128253,Guaraciama,5005,2022-06-28,14141,4936,4804,95.984015984016
3128303,Guaranésia,19014,2022-06-28,44406,17656,16253,85.4791206479436
3128402,Guarani,8926,2022-06-28,22228,8091,7469,83.6768989468967
3128501,Guarará,3755,2022-06-28,11674,4242,4021,107.083888149134
3128600,Guarda-Mor,6558,2022-06-28,15168,5673,5393,82.2354376334248
3128709,Guaxupé,52234,2022-06-28,116674,46966,44149,84.5215759849906
3128808,Guidoval,7026,2022-06-28,16548,6717,6097,86.777682892115
3128907,Guimarânia,8168,2022-06-28,22756,8339,7967,97.5391772771792
3129004,Guiricema,8296,2022-06-28,19833,7485,7082,85.3664416586307
3129103,Gurinhatã,5516,2022-06-28,13960,5306,4972,90.1377810007252
3129202,Heliodora,6623,2022-06-28,17871,6262,6061,91.5144194473804
3129301,Iapu,11085,2022-06-28,26996,9919,9537,86.0351826792964
3129400,Ibertioga,4999,2022-06-28,13539,5128,4619,92.3984796959392
3129509,Ibiá,25511,2022-06-28,54117,20748,19294,75.6301203402454
3129608,Ibiaí,8478,2022-06-28,18068,7239,6532,77.0464732248172
3129657,Ibiracatu,5340,2022-06-28,9983,4815,3570,66.8539325842697
3129707,Ibiraci,14128,2022-06-28,35696,13985,13054,92.3980747451869
3129806,Ibirité,184030,2022-06-28,347267,152450,133474,72.5283921099821
3129905,Ibitiúra de Minas,3497,2022-06-28,8139,3137,2979,85.1873034029168
3130051,Icaraí de Minas,12200,2022-06-28,22133,8736,7961,65.2540983606557
3130101,Igarapé,44561,2022-06-28,100454,39315,36242,81.3312089046476
3130200,Igaratinga,11146,2022-06-28,24779,10428,9389,84.2364973981698
3130408,Ijaci,6667,2022-06-28,14648,6434,5568,83.5158242087896
3130606,Inconfidentes,7387,2022-06-28,21939,7898,7592,102.775145525924
3130705,Indianópolis,7009,2022-06-28,17504,6638,6263,89.3565415893851
3130804,Ingaí,2785,2022-06-28,7521,2645,2560,91.9210053859964
3130903,Inhapim,24020,2022-06-28,56702,22605,20337,84.6669442131557
3131000,Inhaúma,6352,2022-06-28,14045,5895,5511,86.7600755667506
3131109,Inimutaba,7605,2022-06-28,21002,7998,7230,95.069033530572
3131158,Ipaba,18926,2022-06-28,29860,12160,11038,58.3218852372398
3131208,Ipanema,20133,2022-06-28,48683,19964,17859,88.7051110117717
3131307,Ipatinga,267333,2022-06-28,511638,206488,184890,69.160934115878
3131406,Ipiaçu,4229,2022-06-28,11938,4272,4121,97.4462047765429
3131505,Ipuiúna,10156,2022-06-28,24380,9216,8604,84.7183930681371
3131604,Iraí de Minas,7067,2022-06-28,14813,6008,5641,79.8217065232772
3131703,Itabira,121717,2022-06-28,288189,108839,101846,83.6744251008487
3131802,Itabirinha,11637,2022-06-28,23629,9381,8213,70.5766090916903
3131901,Itabirito,52996,2022-06-28,144162,53064,48998,92.4560344176919
3132008,Itacambira,5447,2022-06-28,8517,3295,3009,55.2414172939233
3132107,Itacarambi,18175,2022-06-28,32256,13942,12237,67.3287482806052
3132206,Itaguara,13510,2022-06-28,36720,13664,12711,94.0858623242043
3132305,Itaipé,12910,2022-06-28,21830,9458,7932,61.440743609605
3132404,Itajubá,97782,2022-06-28,236681,89880,83128,85.0136016853818
3132503,Itamarandiba,35130,2022-06-28,75714,30978,27553,78.4315399943069
3132701,Itambacuri,23207,2022-06-28,45355,19403,16870,72.6935838324643
3132909,Itamogi,10122,2022-06-28,31244,11605,11157,110.225251926497
3133006,Itamonte,15844,2022-06-28,34391,13942,12812,80.8634183287049
3133105,Itanhandu,15511,2022-06-28,39292,14867,14175,91.3867577847979
3133204,Itanhomi,12259,2022-06-28,25626,10336,9329,76.0991924300514
3133303,Itaobim,20997,2022-06-28,41148,17151,15326,72.9913797209125
3133402,Itapagipe,15511,2022-06-28,34376,12393,11890,76.6552769002643
3133501,Itapecerica,21760,2022-06-28,61227,20985,19979,91.8152573529412
3133600,Itapeva,9976,2022-06-28,24568,9832,9034,90.5573376102646
3133709,Itatiaiuçu,11354,2022-06-28,31495,12558,11713,103.161881275321
3133758,Itaú de Minas,16286,2022-06-28,40564,15399,14355,88.1431904703426
3133808,Itaúna,94455,2022-06-28,199049,80479,71126,75.3014663067069
3133907,Itaverava,5321,2022-06-28,16494,5930,5630,105.807179101673
3134004,Itinga,15053,2022-06-28,35852,13375,12455,82.7409818640803
3134103,Itueta,6074,2022-06-28,12932,5236,4783,78.7454725057623
3134202,Ituiutaba,105818,2022-06-28,230984,89003,82291,77.7665425541968
3134301,Itumirim,5978,2022-06-28,12041,5306,4553,76.1625961860154
3134400,Iturama,40101,2022-06-28,89998,35566,32506,81.0603226852198
3134509,Itutinga,3749,2022-06-28,11906,4193,4028,107.441984529208
3134608,Jaboticatubas,20683,2022-06-28,45421,17879,16787,81.16327418653
3134707,Jacinto,12320,2022-06-28,24027,10463,9015,73.1737012987013
3134905,Jacutinga,26538,2022-06-28,58138,22896,21246,80.0587836310197
3135001,Jaguaraçu,3151,2022-06-28,6682,2735,2473,78.4830212630911
3135050,Jaíba,39850,2022-06-28,61018,28202,23397,58.7126725219574
3135100,Janaúba,72374,2022-06-28,120456,51332,46040,63.6140050294305
3135209,Januária,67958,2022-06-28,111406,54001,44300,65.1873215809765
3135407,Jeceaba,4795,2022-06-28,17260,6303,6031,125.77685088634
3135456,Jenipapo de Minas,7781,2022-06-28,15334,6273,5632,72.3814419740393
3135506,Jequeri,12246,2022-06-28,19785,9576,8100,66.1440470357668
3135605,Jequitaí,7407,2022-06-28,17118,6721,6124,82.6785473201026
3135704,Jequitibá,5203,2022-06-28,16376,5768,5506,105.823563328849
3135803,Jequitinhonha,25555,2022-06-28,50559,20186,17881,69.970651535903
3136009,Joaíma,15476,2022-06-28,34099,13098,12063,77.9464978030499
3136108,Joanésia,4382,2022-06-28,10833,4196,3926,89.593792788681
3136207,João Monlevade,80903,2022-06-28,188994,71607,66793,82.5593612103383
3136306,João Pinheiro,47990,2022-06-28,98956,40126,35813,74.6259637424464
3136405,Joaquim Felício,4757,2022-06-28,10495,3835,3557,74.7740172377549
3136504,Jordânia,10872,2022-06-28,17712,7680,6481,59.611846946284
3136520,José Gonçalves de Minas,4474,2022-06-28,9053,3759,3299,73.7371479660259
3136579,Josenópolis,4911,2022-06-28,7607,3121,2785,56.7094278151089
3136603,Nova União,5739,2022-06-28,13257,4850,4654,81.0942672939537
3136652,Juatuba,27823,2022-06-28,74718,30916,26777,96.2405204327355
3136702,Juiz de Fora,577532,2022-06-28,1179926,463456,418007,72.3781539377905
3136900,Juruaia,10795,2022-06-28,18663,9774,7574,70.1621120889301
3136959,Juvenília,5706,2022-06-28,11740,5214,4221,73.9747634069401
3137007,Ladainha,18272,2022-06-28,38734,15287,14088,77.1015761821366
3137106,Lagamar,7588,2022-06-28,17476,6507,6150,81.049024775962
3137205,Lagoa da Prata,53236,2022-06-28,107776,43758,39413,74.0344879404914
3137304,Lagoa dos Patos,4062,2022-06-28,8090,3390,3082,75.8739537173806
3137502,Lagoa Formosa,18168,2022-06-28,49550,18101,16525,90.9566270365478
3137536,Lagoa Grande,9681,2022-06-28,19040,7780,6928,71.5628550769549
3137601,Lagoa Santa,66744,2022-06-28,156447,62051,56495,84.644312597387
3137700,Lajinha,19914,2022-06-28,31661,15292,11710,58.8028522647384
3137809,Lambari,20995,2022-06-28,47046,18346,16935,80.6620623958085
3137908,Lamim,3366,2022-06-28,9889,3496,3347,99.435531788473
3138005,Laranjal,6856,2022-06-28,14769,5447,5419,79.0402567094516
3138203,Lavras,105756,2022-06-28,254875,95287,89306,84.4453269790839
3138351,Leme do Prado,4923,2022-06-28,12256,4516,4257,86.4716636197441
3138401,Leopoldina,52690,2022-06-28,128485,49504,46183,87.6504080470678
3138500,Liberdade,4994,2022-06-28,14610,5299,5021,100.540648778534
3138609,Lima Duarte,16749,2022-06-28,46780,16743,16186,96.6386052898681
3138625,Limeira do Oeste,7640,2022-06-28,17815,6789,6334,82.9057591623037
3138674,Luisburgo,6249,2022-06-28,16022,6582,6125,98.0156825092015
3138682,Luislândia,6735,2022-06-28,12542,5384,4725,70.1559020044543
3138708,Luminárias,5431,2022-06-28,13459,5152,4903,90.2780335113239
3138807,Luz,18297,2022-06-28,43352,17005,15341,83.8443460676614
3138906,Machacalis,7112,2022-06-28,16765,6488,5965,83.8723284589426
3139003,Machado,42682,2022-06-28,89830,34845,32814,76.8801836839886
3139102,Madre de Deus de Minas,5119,2022-06-28,12614,4750,4392,85.7980074233249
3139201,Malacacheta,18556,2022-06-28,38284,16450,14673,79.0741539124811
3139300,Manga,18051,2022-06-28,40126,17330,14964,82.8984543792588
3139409,Manhuaçu,92074,2022-06-28,171974,75817,64373,69.9144166648565
3139508,Manhumirim,22894,2022-06-28,46193,19716,17004,74.2727352144667
3139607,Mantena,27651,2022-06-28,54435,23566,19822,71.686376622907
3139706,Maravilhas,8113,2022-06-28,15597,6031,5518,68.0142980401824
3139805,Mar de Espanha,12985,2022-06-28,33246,12509,11767,90.6199460916442
3139904,Maria da Fé,14019,2022-06-28,38011,13898,13200,94.1579285255724
3140001,Mariana,61830,2022-06-28,158161,60126,56844,91.9359534206696
3140100,Marilac,4079,2022-06-28,9085,3902,3487,85.4866388820789
3140159,Mário Campos,15814,2022-06-28,38312,15671,14298,90.4135576071835
3140308,Marliéria,4030,2022-06-28,10222,3947,3706,91.9602977667494
3140407,Marmelópolis,2701,2022-06-28,7473,3062,2809,103.998519067012
3140506,Martinho Campos,13497,2022-06-28,33999,13063,12136,89.9162776913388
3140555,Mata Verde,8700,2022-06-28,14969,6525,5728,65.8390804597701
3140605,Materlândia,4415,2022-06-28,10524,3959,3694,83.6693091732729
3140704,Mateus Leme,31631,2022-06-28,89738,34449,31804,100.546931807404
3140803,Matias Barbosa,14626,2022-06-28,36416,14355,12814,87.6111035142896
3140852,Matias Cardoso,11360,2022-06-28,12158,6506,4590,40.4049295774648
3140902,Matipó,19098,2022-06-28,31390,13894,11515,60.2942716514818
3141009,Mato Verde,12367,2022-06-28,28434,11535,10168,82.2188081183796
3141108,Matozinhos,38469,2022-06-28,99958,37400,34764,90.3688684395227
3141306,Medeiros,3861,2022-06-28,9898,3869,3580,92.7220927220927
3141405,Medina,20701,2022-06-28,48889,18839,17458,84.3340901405729
3141504,Mendes Pimentel,6446,2022-06-28,15035,5754,5404,83.8349363946634
3141603,Mercês,10775,2022-06-28,24753,9425,8916,82.7470997679814
3141702,Mesquita,5489,2022-06-28,14704,5871,5262,95.8644561850975
3141801,Minas Novas,31509,2022-06-28,62665,24956,22877,72.6046526389286
3142007,Mirabela,13651,2022-06-28,28427,11288,10294,75.4083949893781
3142205,Miraí,15205,2022-06-28,30912,12322,11289,74.2453140414338
3142254,Miravânia,4939,2022-06-28,10308,4041,3642,73.7396234055477
3142403,Moema,7589,2022-06-28,17903,7338,6516,85.8611147713796
3142502,Monjolos,2184,2022-06-28,6866,2412,2286,104.67032967033
3142601,Monsenhor Paulo,8764,2022-06-28,22645,8139,7766,88.6125057051575
3142700,Montalvânia,14621,2022-06-28,30858,13074,11245,76.9099240818002
3142809,Monte Alegre de Minas,21349,2022-06-28,44679,17168,15493,72.5701438006464
3142908,Monte Azul,20544,2022-06-28,45998,18999,16947,82.491238317757
