IBGE,Municipio,population
2904209,Botuporã,10050
2904308,Brejões,14155
2904407,Brejolândia,10675
2904506,Brotas de Macaúbas,10705
2904605,Brumado,67468
2904704,Buerarema,18269
2904753,Buritirama,21374
2904803,Caatiba,6232
2904852,Cabaceiras do Paraguaçu,19010
2904902,Cachoeira,33659
2905008,Caculé,23407
2905107,Caém,8912
2905156,Caetanos,14671
2905206,Caetité,51184
2905305,Cafarnaum,18585
2905404,Cairu,18666
2905503,Caldeirão Grande,13452
2905602,Camacan,32023
2905701,Camaçari,309208
2905800,Camamu,35444
2905909,Campo Alegre de Lourdes,28839
2906006,Campo Formoso,71754
2906105,Canápolis,9694
2906204,Canarana,26468
2906303,Canavieiras,30722
2906402,Candeal,8109
2906501,Candeias,87820
2906600,Candiba,14415
2906709,Cândido Sales,24921
2906808,Cansanção,34929
2906824,Canudos,16832
2906857,Capela do Alto Alegre,11597
2906873,Capim Grosso,31055
2906899,Caraíbas,8659
2906907,Caravelas,22166
2907004,Cardeal da Silva,9395
2907103,Carinhanha,29118
2907202,Casa Nova,73092
2907301,Castro Alves,26369
2907400,Catolândia,3619
2907509,Catu,55222
2907558,Caturama,9303
2907608,Central,17293
2907707,Chorrochó,11221
2907806,Cícero Dantas,32636
2907905,Cipó,17402
2908002,Coaraci,16128
2908101,Cocos,18835
2908200,Conceição da Feira,22933
2908309,Conceição do Almeida,17087
2908408,Conceição do Coité,67394
2908507,Conceição do Jacuípe,33631
2908606,Conde,26223
2908705,Condeúba,17113
2908804,Contendas do Sincorá,4025
2908903,Coração de Maria,22391
2909000,Cordeiros,8667
2909109,Coribe,14108
2909208,Coronel João Sá,15549
2909307,Correntina,32243
2909406,Cotegipe,13756
2909505,Cravolândia,5352
2909604,Crisópolis,21219
2909703,Cristópolis,13981
2909802,Cruz das Almas,63923
2909901,Curaçá,35065
2910008,Dário Meira,10347
2910057,Dias d'Ávila,83705
2910107,Dom Basílio,12281
2910206,Dom Macedo Costa,4072
2910305,Elísio Medrado,8129
2910404,Encruzilhada,15914
2910503,Entre Rios,42014
2910602,Esplanada,37902
2910701,Euclides da Cunha,61112
2910727,Eunápolis,115360
2910750,Fátima,17801
2910776,Feira da Mata,5656
2910800,Feira de Santana,624107
2910859,Filadélfia,16314
2910909,Firmino Alves,5641
2911006,Floresta Azul,10525
2911105,Formosa do Rio Preto,26111
2911204,Gandu,32778
2911253,Gavião,4417
2911303,Gentio do Ouro,11284
2911402,Glória,15247
2911501,Gongogi,6852
2911600,Governador Mangabeira,20800
2911659,Guajeru,6371
2911709,Guanambi,85353
2911808,Guaratinga,20565
2911857,Heliópolis,12946
2911907,Iaçu,23950
2912004,Ibiassucê,8849
2912103,Ibicaraí,21083
2912202,Ibicoara,19990
2912301,Ibicuí,16262
2912400,Ibipeba,18421
2912509,Ibipitanga,14989
2912608,Ibiquera,4047
2912707,Ibirapitanga,23433
2912806,Ibirapuã,8740
2912905,Ibirataia,14476
2913002,Ibitiara,16463
2913101,Ibititá,17048
2913200,Ibotirama,27076
2913309,Ichu,6232
2913408,Igaporã,15661
2913457,Igrapiúna,12963
2913507,Iguaí,27006
2913606,Ilhéus,157639
2913705,Inhambupe,40720
2913804,Ipecaetá,14229
2913903,Ipiaú,45969
2914000,Ipirá,59281
2914109,Ipupiara,9954
2914208,Irajuba,7295
2914307,Iramaia,7874
2914406,Iraquara,25728
2914505,Irará,29305
2914604,Irecê,74050
2914653,Itabela,30901
2914703,Itaberaba,64795
2914802,Itabuna,214123
2914901,Itacaré,29051
2915007,Itaeté,16164
2915106,Itagi,12140
2915205,Itagibá,14331
2915304,Itagimirim,6784
2915353,Itaguaçu da Bahia,14650
2915403,Itaju do Colônia,6515
2915502,Itajuípe,20309
2915601,Itamaraju,64423
2915700,Itamari,7971
2915809,Itambé,22474
2915908,Itanagra,6433
2916005,Itanhém,19231
2916104,Itaparica,22440
2916203,Itapé,8300
2916302,Itapebi,10173
2916401,Itapetinga,77408
2916500,Itapicuru,36173
2916609,Itapitanga,10284
2916708,Itaquara,8375
2916807,Itarantim,19937
2916856,Itatim,14588
2916906,Itiruçu,12482
2917003,Itiúba,36140
2917102,Itororó,20394
2917201,Ituaçu,19095
2917300,Ituberá,28870
2917334,Iuiu,11038
2917359,Jaborandi,8176
2917409,Jacaraci,14855
2917508,Jacobina,80749
2917607,Jaguaquara,54913
2917706,Jaguarari,33915
2917805,Jaguaripe,19162
2917904,Jandaíra,10742
2918001,Jequié,156277
2918100,Jeremoabo,40832
2918209,Jiquiriçá,14576
2918308,Jitaúna,10470
2918357,João Dourado,25606
2918407,Juazeiro,219544
2918456,Jucuruçu,8856
2918506,Jussara,15241
2918555,Jussari,5706
2918605,Jussiape,5777
2918704,Lafaiete Coutinho,3663
2918753,Lagoa Real,15870
2918803,Laje,24214
2918902,Lajedão,3993
2919009,Lajedinho,3735
2919058,Lajedo do Tabocal,8591
2919108,Lamarão,8078
2919157,Lapão,27323
2919207,Lauro de Freitas,204669
2919306,Lençóis,11586
2919405,Licínio de Almeida,12357
2919504,Livramento de Nossa Senhora,46372
2919553,Luís Eduardo Magalhães,92671
2919603,Macajuba,11318
2919702,Macarani,19056
2919801,Macaúbas,50481
2919900,Macururé,7752
2919926,Madre de Deus,21754
2919959,Maetinga,2386
2920007,Maiquinique,10294
2920106,Mairi,18535
2920205,Malhada,16875
2920304,Malhada de Pedras,8326
2920403,Manoel Vitorino,12944
2920452,Mansidão,13822
2920502,Maracás,19973
2920601,Maragogipe,44902
2920700,Maraú,20664
2920809,Marcionílio Souza,10357
2920908,Mascote,13619
2921005,Mata de São João,47643
2921054,Matina,12359
2921104,Medeiros Neto,22741
2921203,Miguel Calmon,25771
2921302,Milagres,10838
2921401,Mirangaba,18603
2921450,Mirante,8264
2921500,Monte Santo,49145
2921609,Morpará,8476
2921708,Morro do Chapéu,35466
2921807,Mortugaba,12063
2921906,Mucugê,8725
2922003,Mucuri,42729
2922052,Mulungu do Morro,10469
2922102,Mundo Novo,27153
2922201,Muniz Ferreira,7464
2922250,Muquém do São Francisco,11479
2922300,Muritiba,29420
2922409,Mutuípe,22340
2922508,Nazaré,28661
2922607,Nilo Peçanha,14156
2922656,Nordestina,13197
2922706,Nova Canaã,16482
2922730,Nova Fátima,7830
2922755,Nova Ibiá,6518
2922805,Nova Itarana,8328
2922854,Nova Redenção,9126
2922904,Nova Soure,27047
2923001,Nova Viçosa,44170
2923035,Novo Horizonte,12653
2923050,Novo Triunfo,15445
2923100,Olindina,28373
2923209,Oliveira dos Brejinhos,21797
2923308,Ouriçangas,8575
2923357,Ourolândia,17567
2923407,Palmas de Monte Alto,21840
2923506,Palmeiras,9123
2923605,Paramirim,21777
2923704,Paratinga,32274
2923803,Paripiranga,29124
2923902,Pau Brasil,9550
2924009,Paulo Afonso,119213
2924058,Pé de Serra,13535
2924108,Pedrão,7438
2924207,Pedro Alexandre,16698
2924306,Piatã,16854
2924405,Pilão Arcado,35295
2924504,Pindaí,16308
2924603,Pindobaçu,20048
2924652,Pintadas,10353
2924678,Piraí do Norte,10050
2924702,Piripá,10253
2924801,Piritiba,25162
2924900,Planaltino,9415
2925006,Planalto,26581
2925105,Poções,46885
2925204,Pojuca,40401
2925253,Ponto Novo,14729
2925303,Porto Seguro,152529
2925402,Potiraguá,6623
2925501,Prado,28214
2925600,Presidente Dutra,15180
2925709,Presidente Jânio Quadros,12028
2925758,Presidente Tancredo Neves,28272
2925808,Queimadas,25428
2925907,Quijingue,27672
2925931,Quixabeira,8939
2925956,Rafael Jambeiro,22643
2926004,Remanso,41324
2926103,Retirolândia,14588
2926202,Riachão das Neves,22330
2926301,Riachão do Jacuípe,33498
2926400,Riacho de Santana,35757
2926509,Ribeira do Amparo,14631
2926608,Ribeira do Pombal,54097
2926657,Ribeirão do Largo,4896
2926707,Rio de Contas,12878
2926806,Rio do Antônio,15521
2926905,Rio do Pires,11672
2927002,Rio Real,41209
2927101,Rodelas,9548
2927200,Ruy Barbosa,30900
2927309,Salinas da Margarida,16047
2927408,Salvador,2900319
2927507,Santa Bárbara,20971
2927606,Santa Brígida,13917
2927705,Santa Cruz Cabrália,28058
2927804,Santa Cruz da Vitória,6241
2927903,Santa Inês,10583
2928000,Santaluz,37704
2928059,Santa Luzia,12308
2928109,Santa Maria da Vitória,39707
2928208,Santana,26792
2928307,Santanópolis,8987
2928406,Santa Rita de Cássia,28613
2928505,Santa Terezinha,10520
2928604,Santo Amaro,60190
2928703,Santo Antônio de Jesus,103204
2928802,Santo Estêvão,53666
2928901,São Desidério,34764
2928950,São Domingos,9085
2929008,São Félix,14784
2929057,São Félix do Coribe,15543
2929107,São Felipe,21083
2929206,São Francisco do Conde,40664
2929255,São Gabriel,18785
2929305,São Gonçalo dos Campos,38315
2929354,São José da Vitória,5562
2929370,São José do Jacuípe,10546
2929404,São Miguel das Matas,11733
2929503,São Sebastião do Passé,44554
2929602,Sapeaçu,17421
2929701,Sátiro Dias,17330
2929750,Saubara,12163
2929800,Saúde,12971
2929909,Seabra,44370
2930006,Sebastião Laranjeiras,11586
2930105,Senhor do Bonfim,79813
2930154,Serra do Ramalho,31362
2930204,Sento Sé,41279
2930303,Serra Dourada,17261
2930402,Serra Preta,14531
2930501,Serrinha,81693
2930600,Serrolândia,13490
2930709,Simões Filho,137117
2930758,Sítio do Mato,13104
2930766,Sítio do Quinto,9431
2930774,Sobradinho,23274
2930808,Souto Soares,17118
2930907,Tabocas do Brejo Velho,12515
2931004,Tanhaçu,20383
2931053,Tanque Novo,17518
2931103,Tanquinho,7936
2931202,Taperoá,21421
2931301,Tapiramutá,16939
2931350,Teixeira de Freitas,164290
2931400,Teodoro Sampaio,7296
2931509,Teofilândia,22590
2931608,Teolândia,15097
2931707,Terra Nova,13018
2931806,Tremedal,15996
2931905,Tucano,50903
2932002,Uauá,23991
2932101,Ubaíra,19860
2932200,Ubaitaba,18647
2932309,Ubatã,27481
2932408,Uibaí,13894
2932457,Umburanas,19573
2932507,Una,18108
2932606,Urandi,16672
2932705,Uruçuca,20312
2932804,Utinga,19330
2932903,Valença,97873
2933000,Valente,29111
2933059,Várzea da Roça,14135
2933109,Várzea do Poço,9247
2933158,Várzea Nova,12556
2933174,Varzedo,8734
2933208,Vera Cruz,44185
2933257,Vereda,6105
2933307,Vitória da Conquista,343643
2933406,Wagner,9342
2933455,Wanderley,12125
2933505,Wenceslau Guimarães,20862
2933604,Xique-Xique,46562
3100104,Abadia dos Dourados,7022
3100203,Abaeté,23263
3100302,Abre Campo,13434
3100401,Acaiaca,3995
3100500,Açucena,9270
3100609,Água Boa,13319
3100708,Água Comprida,1986
3100807,Aguanil,4557
3100906,Águas Formosas,19285
3101003,Águas Vermelhas,13656
3101102,Aimorés,25116
3101201,Aiuruoca,5949
3101300,Alagoa,2657
3101409,Albertina,3015
3101508,Além Paraíba,35438
3101607,Alfenas,80973
3101631,Alfredo Vasconcelos,7052
3101706,Almenara,42380
3101805,Alpercata,7448
3101904,Alpinópolis,20059
3102001,Alterosa,14566
3102050,Alto Caparaó,5938
3102100,Alto Rio Doce,10723
3102209,Alvarenga,3783
3102308,Alvinópolis,15135
3102407,Alvorada de Minas,3605
3102506,Amparo do Serra,4643
3102605,Andradas,41704
3102704,Cachoeira de Pajeú,9470
3102803,Andrelândia,12189
3102852,Angelândia,8594
3102902,Antônio Carlos,11471
3103009,Antônio Dias,9233
3103108,Antônio Prado de Minas,1577
3103207,Araçaí,2360
3103306,Aracitaba,2056
3103405,Araçuaí,36715
3103504,Araguari,118361
3103603,Arantina,2779
3103702,Araponga,8467
3103751,Araporã,6992
3103801,Arapuá,2836
3103900,Araújos,9523
3104007,Araxá,108403
3104106,Arceburgo,10990
3104205,Arcos,40658
3104304,Areado,15288
3104403,Argirita,2681
3104452,Aricanduva,5305
3104502,Arinos,17850
3104601,Astolfo Dutra,14358
3104700,Ataléia,12496
3104809,Augusto de Lima,4833
3104908,Baependi,19249
3105004,Baldim,7780
3105103,Bambuí,23964
3105202,Bandeira,4738
3105301,Bandeira do Sul,5808
3105400,Barão de Cocais,33232
3105509,Barão de Monte Alto,5311
3105608,Barbacena,139061
3105707,Barra Longa,4905
3105905,Barroso,20981
3106002,Bela Vista de Minas,10269
3106101,Belmiro Braga,3422
3106200,Belo Horizonte,2530701
3106309,Belo Oriente,27277
3106408,Belo Vale,7723
3106507,Berilo,11813
3106606,Bertópolis,4609
3106655,Berizal,4792
3106705,Betim,450024
3106804,Bias Fortes,3282
3106903,Bicas,14612
3107000,Biquinhas,2482
3107109,Boa Esperança,40308
3107208,Bocaina de Minas,5088
3107307,Bocaiúva,50521
3107406,Bom Despacho,51436
3107505,Bom Jardim de Minas,6444
3107604,Bom Jesus da Penha,4270
3107703,Bom Jesus do Amparo,6182
3107802,Bom Jesus do Galho,14792
3107901,Bom Repouso,10527
3108008,Bom Sucesso,17612
3108107,Bonfim,6852
3108206,Bonfinópolis de Minas,5397
3108255,Bonito de Minas,11502
3108305,Borda da Mata,19809
3108404,Botelhos,14927
3108503,Botumirim,6259
3108552,Brasilândia de Minas,16950
3108602,Brasília de Minas,32460
3108701,Brás Pires,4255
3108800,Braúnas,4737
3108909,Brazópolis,14364
3109006,Brumadinho,41208
3109105,Bueno Brandão,10982
3109204,Buenópolis,10342
3109253,Bugre,3984
3109303,Buritis,25179
3109402,Buritizeiro,28184
3109451,Cabeceira Grande,7025
3109501,Cabo Verde,14074
3109600,Cachoeira da Prata,3580
3109709,Cachoeira de Minas,11609
3109808,Cachoeira Dourada,2720
3109907,Caetanópolis,11869
3110004,Caeté,45364
3110103,Caiana,5584
3110202,Cajuri,3961
3110301,Caldas,14600
3110400,Camacho,2839
3110509,Camanducaia,21831
3110608,Cambuí,30068
3110707,Cambuquira,12810
3110806,Campanário,3739
3110905,Campanha,16855
3111002,Campestre,21052
3111101,Campina Verde,19759
3111150,Campo Azul,3830
3111200,Campo Belo,54338
3111309,Campo do Meio,11648
3111408,Campo Florido,8383
3111507,Campos Altos,15661
3111606,Campos Gerais,28908
3111705,Canaã,4533
3111804,Canápolis,12251
3111903,Cana Verde,5585
3112000,Candeias,14890
3112059,Cantagalo,4575
3112109,Caparaó,5464
3112208,Capela Nova,4616
3112307,Capelinha,38321
3112406,Capetinga,6860
3112505,Capim Branco,9896
3112604,Capinópolis,16294
3112653,Capitão Andrade,5559
3112703,Capitão Enéas,15388
3112802,Capitólio,8693
3112901,Caputira,9318
3113008,Caraí,23872
3113107,Caranaíba,3150
3113206,Carandaí,25831
3113305,Carangola,33022
3113404,Caratinga,93124
3113503,Carbonita,9423
3113602,Careaçu,6826
3113701,Carlos Chagas,18516
3113800,Carmésia,2660
3113909,Carmo da Cachoeira,12193
3114006,Carmo da Mata,11546
3114105,Carmo de Minas,15031
3114204,Carmo do Cajuru,22900
3114303,Carmo do Paranaíba,30339
3114402,Carmo do Rio Claro,21310
3114501,Carmópolis de Minas,19756
3114550,Carneirinho,10103
3114600,Carrancas,4052
3114709,Carvalhópolis,3614
3114808,Carvalhos,4445
3114907,Casa Grande,2251
3115003,Cascalho Rico,3108
3115102,Cássia,17741
3115201,Conceição da Barra de Minas,3939
3115300,Cataguases,75942
3115359,Catas Altas,5465
3115409,Catas Altas da Noruega,3665
3115458,Catuji,6206
3115474,Catuti,4944
3115508,Caxambu,21566
3115607,Cedro do Abaeté,1150
3115706,Central de Minas,7059
3115805,Centralina,10343
3115904,Chácara,3216
3116001,Chalé,5695
3116100,Chapada do Norte,15334
3116159,Chapada Gaúcha,14217
3116209,Chiador,2657
3116308,Cipotânea,6811
3116407,Claraval,4873
3116506,Claro dos Poções,7478
3116605,Cláudio,29093
3116704,Coimbra,7631
3116803,Coluna,8810
3116902,Comendador Gomes,3128
3117009,Comercinho,6624
3117108,Conceição da Aparecida,10351
3117207,Conceição das Pedras,2814
3117306,Conceição das Alagoas,28782
3117405,Conceição de Ipanema,4581
3117504,Conceição do Mato Dentro,17438
3117603,Conceição do Pará,5558
3117702,Conceição do Rio Verde,13729
3117801,Conceição dos Ouros,11852
3117836,Cônego Marinho,7730
3117876,Confins,6867
3117900,Congonhal,12209
3118007,Congonhas,55836
3118106,Congonhas do Norte,5047
3118205,Conquista,6997
3118304,Conselheiro Lafaiete,130584
3118403,Conselheiro Pena,22975
3118502,Consolação,1786
3118601,Contagem,673849
3118700,Coqueiral,9099
3118809,Coração de Jesus,26620
3118908,Cordisburgo,8903
3119005,Cordislândia,3546
3119104,Corinto,23607
3119203,Coroaci,9897
3119302,Coromandel,27958
3119401,Coronel Fabriciano,110709
3119500,Coronel Murta,9209
3119609,Coronel Pacheco,3095
3119708,Coronel Xavier Chaves,3448
3119807,Córrego Danta,3168
3119906,Córrego do Bom Jesus,3685
3119955,Córrego Fundo,6425
3120003,Córrego Novo,2688
3120102,Couto de Magalhães de Minas,4436
3120151,Crisólita,6814
3120201,Cristais,13060
3120300,Cristália,5992
3120409,Cristiano Otoni,5161
3120508,Cristina,10211
3120607,Crucilândia,5072
3120706,Cruzeiro da Fortaleza,3651
3120805,Cruzília,15529
3120839,Cuparaque,5026
3120870,Curral de Dentro,7867
3120904,Curvelo,81085
3121001,Datas,5431
3121100,Delfim Moreira,8007
3121209,Delfinópolis,7146
3121258,Delta,10994
3121308,Descoberto,5044
3121407,Desterro de Entre Rios,7266
3121506,Desterro do Melo,2867
3121605,Diamantina,47924
3121704,Diogo de Vasconcelos,3779
3121803,Dionísio,7493
3121902,Divinésia,3430
3122009,Divino,20020
3122108,Divino das Laranjeiras,4969
3122207,Divinolândia de Minas,7655
3122306,Divinópolis,242505
3122355,Divisa Alegre,6946
3122405,Divisa Nova,6039
3122454,Divisópolis,11396
3122470,Dom Bosco,3635
3122504,Dom Cavati,5025
3122603,Dom Joaquim,4436
3122702,Dom Silvério,5227
3122801,Dom Viçoso,2992
3122900,Dona Euzébia,6664
3123007,Dores de Campos,10291
3123106,Dores de Guanhães,5139
3123205,Dores do Indaiá,13373
3123304,Dores do Turvo,4202
3123403,Doresópolis,1539
3123502,Douradoquara,1915
3123528,Durandé,7898
3123601,Elói Mendes,28556
3123700,Engenheiro Caldas,11268
3123809,Engenheiro Navarro,7240
3123858,Entre Folhas,5383
3123908,Entre Rios de Minas,15458
3124005,Ervália,19019
3124104,Esmeraldas,72512
3124203,Espera Feliz,25287
3124302,Espinosa,31603
3124401,Espírito Santo do Dourado,4728
3124500,Estiva,11416
3124609,Estrela Dalva,2308
3124708,Estrela do Indaiá,3483
3124807,Estrela do Sul,8057
3124906,Eugenópolis,11383
3125002,Ewbank da Câmara,3932
3125101,Extrema,37649
3125200,Fama,2374
3125309,Faria Lemos,3202
3125408,Felício dos Santos,4656
3125507,São Gonçalo do Rio Preto,3178
3125606,Felisburgo,7548
3125705,Felixlândia,15528
3125804,Fernandes Tourinho,3500
3125903,Ferros,9576
3125952,Fervedouro,11100
3126000,Florestal,7602
3126109,Formiga,67956
3126208,Formoso,9810
3126307,Fortaleza de Minas,4460
3126406,Fortuna de Minas,2986
3126505,Francisco Badaró,10311
3126604,Francisco Dumont,5268
3126703,Francisco Sá,26459
3126752,Franciscópolis,5287
3126802,Frei Gaspar,5858
3126901,Frei Inocêncio,9716
3126950,Frei Lagonegro,3496
3127008,Fronteira,18866
3127057,Fronteira dos Vales,4542
3127073,Fruta de Leite,5232
3127107,Frutal,60508
3127206,Funilândia,4434
3127305,Galiléia,6764
3127339,Gameleiras,5084
3127354,Glaucilândia,3177
3127370,Goiabeira,3402
3127388,Goianá,4014
3127404,Gonçalves,4360
3127503,Gonzaga,6184
3127602,Gouveia,11811
3127701,Governador Valadares,282164
3127800,Grão Mogol,15943
3127909,Grupiara,1386
3128006,Guanhães,34818
3128105,Guapé,14269
3128204,Guaraciaba,10307
3128253,Guaraciama,5005
3128303,Guaranésia,19014
3128402,Guarani,8926
3128501,Guarará,3755
3128600,Guarda-Mor,6558
3128709,Guaxupé,52234
3128808,Guidoval,7026
3128907,Guimarânia,8168
3129004,Guiricema,8296
3129103,Gurinhatã,5516
3129202,Heliodora,6623
3129301,Iapu,11085
3129400,Ibertioga,4999
3129509,Ibiá,25511
3129608,Ibiaí,8478
3129657,Ibiracatu,5340
3129707,Ibiraci,14128
3129806,Ibirité,184030
3129905,Ibitiúra de Minas,3497
3130002,Ibituruna,3003
3130051,Icaraí de Minas,12200
3130101,Igarapé,44561
3130200,Igaratinga,11146
3130309,Iguatama,7901
3130408,Ijaci,6667
3130507,Ilicínea,12511
3130556,Imbé de Minas,6976
3130606,Inconfidentes,7387
3130655,Indaiabira,7328
3130705,Indianópolis,7009
3130804,Ingaí,2785
3130903,Inhapim,24020
3131000,Inhaúma,6352
3131109,Inimutaba,7605
3131158,Ipaba,18926
3131208,Ipanema,20133
3131307,Ipatinga,267333
3131406,Ipiaçu,4229
3131505,Ipuiúna,10156
3131604,Iraí de Minas,7067
3131703,Itabira,121717
3131802,Itabirinha,11637
3131901,Itabirito,52996
3132008,Itacambira,5447
3132107,Itacarambi,18175
3132206,Itaguara,13510
3132305,Itaipé,12910
3132404,Itajubá,97782
3132503,Itamarandiba,35130
3132602,Itamarati de Minas,4395
3132701,Itambacuri,23207
3132800,Itambé do Mato Dentro,2032
3132909,Itamogi,10122
3133006,Itamonte,15844
3133105,Itanhandu,15511
3133204,Itanhomi,12259
3133303,Itaobim,20997
3133402,Itapagipe,15511
3133501,Itapecerica,21760
3133600,Itapeva,9976
3133709,Itatiaiuçu,11354
3133758,Itaú de Minas,16286
3133808,Itaúna,94455
3133907,Itaverava,5321
3134004,Itinga,15053
3134103,Itueta,6074
3134202,Ituiutaba,105818
3134301,Itumirim,5978
3134400,Iturama,40101
3134509,Itutinga,3749
3134608,Jaboticatubas,20683
3134707,Jacinto,12320
3134806,Jacuí,7695
3134905,Jacutinga,26538
3135001,Jaguaraçu,3151
3135050,Jaíba,39850
3135076,Jampruca,5453
3135100,Janaúba,72374
3135209,Januária,67958
3135308,Japaraíba,4418
3135357,Japonvar,7991
3135407,Jeceaba,4795
3135456,Jenipapo de Minas,7781
3135506,Jequeri,12246
3135605,Jequitaí,7407
3135704,Jequitibá,5203
3135803,Jequitinhonha,25555
3135902,Jesuânia,4774
3136009,Joaíma,15476
3136108,Joanésia,4382
3136207,João Monlevade,80903
3136306,João Pinheiro,47990
3136405,Joaquim Felício,4757
3136504,Jordânia,10872
3136520,José Gonçalves de Minas,4474
3136553,José Raydan,5104
3136579,Josenópolis,4911
3136603,Nova União,5739
3136652,Juatuba,27823
3136702,Juiz de Fora,577532
3136801,Juramento,4359
3136900,Juruaia,10795
3136959,Juvenília,5706
3137007,Ladainha,18272
3137106,Lagamar,7588
3137205,Lagoa da Prata,53236
3137304,Lagoa dos Patos,4062
3137403,Lagoa Dourada,13115
3137502,Lagoa Formosa,18168
3137536,Lagoa Grande,9681
3137601,Lagoa Santa,66744
3137700,Lajinha,19914
3137809,Lambari,20995
3137908,Lamim,3366
3138005,Laranjal,6856
3138104,Lassance,6494
3138203,Lavras,105756
3138302,Leandro Ferreira,3222
3138351,Leme do Prado,4923
3138401,Leopoldina,52690
3138500,Liberdade,4994
3138609,Lima Duarte,16749
3138625,Limeira do Oeste,7640
3138658,Lontra,9766
3138674,Luisburgo,6249
3138682,Luislândia,6735
3138708,Luminárias,5431
3138807,Luz,18297
3138906,Machacalis,7112
3139003,Machado,42682
3139102,Madre de Deus de Minas,5119
3139201,Malacacheta,18556
3139250,Mamonas,6565
3139300,Manga,18051
3139409,Manhuaçu,92074
3139508,Manhumirim,22894
3139607,Mantena,27651
3139706,Maravilhas,8113
3139805,Mar de Espanha,12985
3139904,Maria da Fé,14019
3140001,Mariana,61830
3140100,Marilac,4079
3140159,Mário Campos,15814
3140209,Maripá de Minas,3000
3140308,Marliéria,4030
3140407,Marmelópolis,2701
3140506,Martinho Campos,13497
3140530,Martins Soares,8640
3140555,Mata Verde,8700
3140605,Materlândia,4415
3140704,Mateus Leme,31631
3140803,Matias Barbosa,14626
3140852,Matias Cardoso,11360
3140902,Matipó,19098
3141009,Mato Verde,12367
3141108,Matozinhos,38469
3141207,Matutina,3733
3141306,Medeiros,3861
3141405,Medina,20701
3141504,Mendes Pimentel,6446
3141603,Mercês,10775
3141702,Mesquita,5489
3141801,Minas Novas,31509
3141900,Minduri,3891
3142007,Mirabela,13651
3142106,Miradouro,10818
3142205,Miraí,15205
3142254,Miravânia,4939
3142304,Moeda,4948
3142403,Moema,7589
3142502,Monjolos,2184
3142601,Monsenhor Paulo,8764
3142700,Montalvânia,14621
3142809,Monte Alegre de Minas,21349
3142908,Monte Azul,20544
3143005,Monte Belo,13139
3143104,Monte Carmelo,48049
3143153,Monte Formoso,4939
3143203,Monte Santo de Minas,21504
3143302,Montes Claros,417478
3143401,Monte Sião,24247
3143450,Montezuma,8379
3143500,Morada Nova de Minas,8955
3143609,Morro da Garça,2413
3143708,Morro do Pilar,3126
3143807,Munhoz,5960
3143906,Muriaé,109997
3144003,Mutum,26945
3144102,Muzambinho,20522
3144201,Nacip Raydan,3221
3144300,Nanuque,40583
3144359,Naque,7104
3144375,Natalândia,3306
3144409,Natércia,4727
3144508,Nazareno,8710
3144607,Nepomuceno,26882
3144656,Ninheira,10355
3144672,Nova Belém,3067
3144706,Nova Era,17524
3144805,Nova Lima,97378
3144904,Nova Módica,3548
3145000,Nova Ponte,16046
3145059,Nova Porteirinha,7493
3145109,Nova Resende,16937
3145208,Nova Serrana,108241
3145307,Novo Cruzeiro,31339
3145356,Novo Oriente de Minas,10800
3145372,Novorizonte,5348
3145406,Olaria,1694
3145455,Olhos-d'Água,6243
3145505,Olímpio Noronha,2829
3145604,Oliveira,41987
3145703,Oliveira Fortes,2128
3145802,Onça de Pitangui,3155
3145851,Oratórios,4671
3145877,Orizânia,8138
3145901,Ouro Branco,40220
3146008,Ouro Fino,33938
3146107,Ouro Preto,74824
3146206,Ouro Verde de Minas,5895
3146255,Padre Carvalho,6466
3146305,Padre Paraíso,20346
3146404,Paineiras,4440
3146503,Pains,8308
3146552,Pai Pedro,6098
3146602,Paiva,1517
3146701,Palma,6606
3146750,Palmópolis,5196
3146909,Papagaios,15922
3147006,Paracatu,94539
3147105,Pará de Minas,95616
3147204,Paraguaçu,21693
3147303,Paraisópolis,21353
3147402,Paraopeba,24854
3147501,Passabém,1619
3147600,Passa Quatro,16439
3147709,Passa Tempo,8031
3147808,Passa Vinte,2024
3147907,Passos,115970
3147956,Patis,6031
3148004,Patos de Minas,154641
3148103,Patrocínio,92116
3148202,Patrocínio do Muriaé,5744
3148301,Paula Cândido,9597
3148400,Paulistas,4794
3148509,Pavão,8390
3148608,Peçanha,17534
3148707,Pedra Azul,24333
3148756,Pedra Bonita,7157
3148806,Pedra do Anta,2960
3148905,Pedra do Indaiá,3977
3149002,Pedra Dourada,2559
3149101,Pedralva,11098
3149150,Pedras de Maria da Cruz,12313
3149200,Pedrinópolis,3651
3149309,Pedro Leopoldo,65149
3149408,Pedro Teixeira,1804
3149507,Pequeri,3340
3149606,Pequi,4457
3149705,Perdigão,11994
3149804,Perdizes,16469
3149903,Perdões,21577
3149952,Periquito,6738
3150000,Pescador,4261
3150109,Piau,2719
3150158,Piedade de Caratinga,8832
3150208,Piedade de Ponte Nova,4141
3150307,Piedade do Rio Grande,4436
3150406,Piedade dos Gerais,5034
3150505,Pimenta,8715
3150539,Pingo-d'Água,5029
3150570,Pintópolis,7540
3150604,Piracema,6386
3150703,Pirajuba,6491
3150802,Piranga,17641
3150901,Piranguçu,5504
3151008,Piranguinho,8683
3151107,Pirapetinga,10791
3151206,Pirapora,56845
3151305,Piraúba,10732
3151404,Pitangui,28433
3151503,Piumhi,35137
3151602,Planura,12445
3151701,Poço Fundo,16900
3151800,Poços de Caldas,169838
