Date,IBGE6,Type,N
2021-01-20,260120,FirstDose,1
2021-01-20,260210,FirstDose,1
2021-01-20,260825,FirstDose,1
2021-01-20,260915,FirstDose,1
2021-01-20,260960,FirstDose,1
2021-01-20,261160,FirstDose,9
2021-01-20,261390,FirstDose,1
2021-01-20,261410,FirstDose,1
2021-01-20,270030,FirstDose,12
2021-01-20,270080,FirstDose,1
2021-01-20,270120,FirstDose,1
2021-01-20,270240,FirstDose,1
2021-01-20,270410,FirstDose,1
2021-01-20,270430,FirstDose,16
2021-01-20,270470,FirstDose,1
2021-01-20,270500,FirstDose,1
2021-01-20,270630,FirstDose,1
2021-01-20,270640,FirstDose,1
2021-01-20,270670,FirstDose,13
2021-01-20,270680,FirstDose,5
2021-01-20,270710,FirstDose,1
2021-01-20,270750,FirstDose,11
2021-01-20,270760,FirstDose,1
2021-01-20,270820,FirstDose,3
2021-01-20,270880,FirstDose,3
2021-01-20,270920,FirstDose,1
2021-01-20,280010,FirstDose,10
2021-01-20,280020,FirstDose,109
2021-01-20,280030,First Dose,1
2021-01-20,280030,FirstDose,1095
2021-01-20,280030,SecondDose,1
2021-01-20,280040,FirstDose,22
2021-01-20,280050,FirstDose,23
2021-01-20,280060,FirstDose,57
2021-01-20,280067,FirstDose,61
2021-01-20,280070,FirstDose,11
2021-01-20,280100,FirstDose,30
2021-01-20,280110,FirstDose,19
2021-01-20,280120,FirstDose,16
2021-01-20,280130,FirstDose,38
2021-01-20,280140,FirstDose,19
2021-01-20,280150,FirstDose,13
2021-01-20,280160,FirstDose,43
2021-01-20,280170,FirstDose,20
2021-01-20,280190,FirstDose,7
2021-01-20,280200,FirstDose,13
2021-01-20,280210,FirstDose,96
2021-01-20,280220,FirstDose,1
2021-01-20,280230,FirstDose,54
2021-01-20,280240,FirstDose,9
2021-01-20,280250,FirstDose,1
2021-01-20,280260,FirstDose,4
2021-01-20,280270,FirstDose,4
2021-01-20,280280,FirstDose,12
2021-01-20,280290,FirstDose,179
2021-01-20,280300,FirstDose,20
2021-01-20,280310,FirstDose,5
2021-01-20,280320,FirstDose,38
2021-01-20,280330,FirstDose,44
2021-01-20,280340,FirstDose,4
2021-01-20,280350,FirstDose,158
2021-01-20,280360,FirstDose,18
2021-01-20,280370,FirstDose,16
2021-01-20,280380,FirstDose,15
2021-01-20,280390,FirstDose,5
2021-01-20,280400,FirstDose,16
2021-01-20,280410,FirstDose,28
2021-01-20,280420,FirstDose,12
2021-01-20,280430,FirstDose,21
2021-01-20,280440,FirstDose,19
2021-01-20,280445,FirstDose,3
2021-01-20,280450,FirstDose,26
2021-01-20,280460,FirstDose,42
2021-01-20,280470,FirstDose,10
2021-01-20,280480,FirstDose,128
2021-01-20,280480,SecondDose,1
2021-01-20,280490,FirstDose,7
2021-01-20,280500,FirstDose,14
2021-01-20,280510,FirstDose,16
2021-01-20,280520,FirstDose,4
2021-01-20,280530,FirstDose,23
2021-01-20,280540,FirstDose,5
2021-01-20,280550,FirstDose,19
2021-01-20,280560,FirstDose,38
2021-01-20,280570,FirstDose,49
2021-01-20,280570,SecondDose,2
2021-01-20,280580,FirstDose,64
2021-01-20,280590,FirstDose,63
2021-01-20,280600,FirstDose,42
2021-01-20,280610,FirstDose,4
2021-01-20,280620,FirstDose,10
2021-01-20,280630,FirstDose,3
2021-01-20,280640,FirstDose,15
2021-01-20,280650,FirstDose,1
2021-01-20,280660,FirstDose,14
2021-01-20,280670,FirstDose,63
2021-01-20,280680,FirstDose,35
2021-01-20,280690,FirstDose,2
2021-01-20,280710,FirstDose,41
2021-01-20,280720,FirstDose,23
2021-01-20,280730,FirstDose,21
2021-01-20,280740,FirstDose,25
2021-01-20,280750,FirstDose,9
2021-01-20,280760,FirstDose,11
2021-01-20,290030,FirstDose,1
2021-01-20,290070,FirstDose,4
2021-01-20,290160,FirstDose,3
2021-01-20,290210,FirstDose,1
2021-01-20,290320,FirstDose,1
2021-01-20,290600,FirstDose,1
2021-01-20,290620,FirstDose,1
2021-01-20,290682,FirstDose,1
2021-01-20,290750,FirstDose,1
2021-01-20,290780,FirstDose,2
2021-01-20,290850,FirstDose,1
2021-01-20,290860,FirstDose,3
2021-01-20,290890,FirstDose,1
2021-01-20,290920,FirstDose,1
2021-01-20,290950,FirstDose,1
2021-01-20,291060,FirstDose,3
2021-01-20,291075,FirstDose,3
2021-01-20,291080,FirstDose,5
2021-01-20,291140,FirstDose,1
2021-01-20,291185,FirstDose,1
2021-01-20,291450,FirstDose,1
2021-01-20,291460,FirstDose,1
2021-01-20,291480,FirstDose,4
2021-01-20,291600,FirstDose,1
2021-01-20,291650,FirstDose,4
2021-01-20,291790,FirstDose,1
2021-01-20,291800,FirstDose,2
2021-01-20,291810,FirstDose,1
2021-01-20,291920,FirstDose,1
2021-01-20,291930,FirstDose,1
2021-01-20,292150,FirstDose,1
2021-01-20,292320,FirstDose,1
2021-01-20,292380,FirstDose,2
2021-01-20,292400,FirstDose,8
2021-01-20,292420,FirstDose,1
2021-01-20,292520,FirstDose,1
2021-01-20,292530,FirstDose,1
2021-01-20,292630,FirstDose,1
2021-01-20,292640,FirstDose,1
2021-01-20,292650,FirstDose,1
2021-01-20,292660,FirstDose,3
2021-01-20,292700,FirstDose,6
2021-01-20,292740,FirstDose,23
2021-01-20,292760,FirstDose,1
2021-01-20,292810,FirstDose,1
2021-01-20,292990,FirstDose,1
2021-01-20,293050,FirstDose,1
2021-01-20,293135,FirstDose,1
2021-01-20,293190,FirstDose,1
2021-01-20,293230,FirstDose,1
2021-01-20,293330,FirstDose,1
2021-01-20,293360,FirstDose,2
2021-01-20,310560,FirstDose,1
2021-01-20,310620,FirstDose,3
2021-01-20,312670,FirstDose,1
2021-01-20,312980,FirstDose,1
2021-01-20,314330,FirstDose,1
2021-01-20,315180,FirstDose,1
2021-01-20,315250,FirstDose,1
2021-01-20,316720,FirstDose,1
2021-01-20,316860,FirstDose,1
2021-01-20,320465,FirstDose,1
2021-01-20,320500,FirstDose,1
2021-01-20,330170,FirstDose,1
2021-01-20,330330,FirstDose,1
2021-01-20,330455,FirstDose,7
2021-01-20,330580,FirstDose,1
2021-01-20,350160,FirstDose,1
2021-01-20,350750,FirstDose,1
2021-01-20,350950,FirstDose,1
2021-01-20,351550,FirstDose,2
2021-01-20,351870,FirstDose,2
2021-01-20,352470,FirstDose,1
2021-01-20,352900,FirstDose,1
2021-01-20,353110,FirstDose,1
2021-01-20,353870,FirstDose,1
2021-01-20,354210,FirstDose,1
2021-01-20,354340,FirstDose,3
2021-01-20,354780,FirstDose,1
2021-01-20,355030,FirstDose,17
2021-01-20,355100,FirstDose,3
2021-01-20,355220,FirstDose,1
2021-01-20,355410,FirstDose,1
2021-01-20,410690,FirstDose,2
2021-01-20,430910,FirstDose,1
2021-01-20,431490,FirstDose,1
2021-01-20,431870,FirstDose,2
2021-01-20,500110,FirstDose,1
2021-01-20,500370,FirstDose,1
2021-01-20,500450,FirstDose,1
2021-01-20,510675,FirstDose,1
2021-01-20,510792,FirstDose,2
2021-01-20,520800,FirstDose,1
2021-01-20,520890,FirstDose,1
2021-01-20,521880,FirstDose,2
2021-01-20,530010,FirstDose,3
2021-01-21,110020,FirstDose,1
2021-01-21,120010,FirstDose,1
2021-01-21,120038,FirstDose,1
2021-01-21,120040,FirstDose,1
2021-01-21,130120,FirstDose,1
2021-01-21,210530,FirstDose,1
2021-01-21,220027,FirstDose,1
2021-01-21,220030,FirstDose,1
2021-01-21,220290,FirstDose,1
2021-01-21,221100,FirstDose,1
2021-01-21,230730,FirstDose,1
2021-01-21,231290,FirstDose,1
2021-01-21,231300,FirstDose,1
2021-01-21,240220,FirstDose,1
2021-01-21,250320,FirstDose,1
2021-01-21,250370,FirstDose,1
2021-01-21,250400,FirstDose,1
2021-01-21,250700,FirstDose,1
2021-01-21,250750,FirstDose,3
2021-01-21,250905,FirstDose,1
2021-01-21,260392,FirstDose,1
2021-01-21,260410,FirstDose,1
2021-01-21,260600,FirstDose,1
2021-01-21,260805,FirstDose,1
2021-01-21,260930,FirstDose,1
2021-01-21,260960,FirstDose,2
2021-01-21,261100,FirstDose,1
2021-01-21,261110,FirstDose,3
2021-01-21,261160,FirstDose,3
2021-01-21,261460,FirstDose,1
2021-01-21,270030,FirstDose,2
2021-01-21,270160,FirstDose,1
2021-01-21,270240,FirstDose,1
2021-01-21,270320,FirstDose,1
2021-01-21,270400,FirstDose,1
2021-01-21,270430,FirstDose,16
2021-01-21,270590,FirstDose,1
2021-01-21,270630,FirstDose,2
2021-01-21,270640,FirstDose,5
2021-01-21,270670,FirstDose,15
2021-01-21,270680,FirstDose,2
2021-01-21,270710,FirstDose,6
2021-01-21,270750,FirstDose,4
2021-01-21,270760,FirstDose,1
2021-01-21,270820,FirstDose,3
2021-01-21,270890,FirstDose,1
2021-01-21,280020,FirstDose,4
2021-01-21,280030,First Dose,1
2021-01-21,280030,FirstDose,1321
2021-01-21,280040,FirstDose,11
2021-01-21,280050,FirstDose,19
2021-01-21,280060,FirstDose,47
2021-01-21,280067,FirstDose,33
2021-01-21,280070,FirstDose,3
2021-01-21,280100,FirstDose,17
2021-01-21,280120,FirstDose,28
2021-01-21,280130,FirstDose,65
2021-01-21,280140,FirstDose,12
2021-01-21,280150,FirstDose,23
2021-01-21,280160,FirstDose,4
2021-01-21,280170,FirstDose,15
2021-01-21,280190,FirstDose,13
2021-01-21,280200,FirstDose,13
2021-01-21,280210,FirstDose,41
2021-01-21,280220,FirstDose,1
2021-01-21,280230,FirstDose,5
2021-01-21,280240,FirstDose,12
2021-01-21,280250,FirstDose,29
2021-01-21,280260,FirstDose,12
2021-01-21,280270,FirstDose,9
2021-01-21,280280,FirstDose,15
2021-01-21,280290,FirstDose,149
2021-01-21,280300,FirstDose,39
2021-01-21,280310,FirstDose,2
2021-01-21,280320,FirstDose,18
2021-01-21,280330,FirstDose,41
2021-01-21,280340,FirstDose,11
2021-01-21,280350,FirstDose,119
2021-01-21,280360,FirstDose,26
2021-01-21,280370,FirstDose,3
2021-01-21,280380,FirstDose,11
2021-01-21,280390,FirstDose,5
2021-01-21,280400,FirstDose,17
2021-01-21,280410,FirstDose,3
2021-01-21,280420,FirstDose,15
2021-01-21,280430,FirstDose,21
2021-01-21,280440,FirstDose,27
2021-01-21,280445,FirstDose,13
2021-01-21,280450,FirstDose,65
2021-01-21,280460,FirstDose,47
2021-01-21,280460,SecondDose,1
2021-01-21,280470,FirstDose,7
2021-01-21,280480,FirstDose,160
2021-01-21,280490,FirstDose,13
2021-01-21,280500,FirstDose,3
2021-01-21,280510,FirstDose,3
2021-01-21,280520,FirstDose,12
2021-01-21,280530,FirstDose,11
2021-01-21,280540,FirstDose,41
2021-01-21,280550,FirstDose,26
2021-01-21,280560,FirstDose,40
2021-01-21,280570,FirstDose,54
2021-01-21,280570,SecondDose,1
2021-01-21,280580,FirstDose,27
2021-01-21,280590,FirstDose,10
2021-01-21,280600,FirstDose,69
2021-01-21,280610,FirstDose,29
2021-01-21,280620,FirstDose,22
2021-01-21,280630,FirstDose,2
2021-01-21,280640,FirstDose,17
2021-01-21,280650,FirstDose,16
2021-01-21,280660,FirstDose,12
2021-01-21,280670,FirstDose,115
2021-01-21,280680,FirstDose,10
2021-01-21,280690,FirstDose,16
2021-01-21,280700,FirstDose,8
2021-01-21,280710,FirstDose,37
2021-01-21,280720,FirstDose,21
2021-01-21,280730,FirstDose,2
2021-01-21,280740,FirstDose,79
2021-01-21,280750,FirstDose,4
2021-01-21,280760,FirstDose,53
2021-01-21,290070,FirstDose,5
2021-01-21,290160,FirstDose,1
2021-01-21,290270,FirstDose,1
2021-01-21,290470,FirstDose,1
2021-01-21,290500,FirstDose,1
2021-01-21,290560,FirstDose,1
2021-01-21,290650,FirstDose,2
2021-01-21,290780,FirstDose,2
2021-01-21,290800,FirstDose,1
2021-01-21,290920,FirstDose,2
2021-01-21,291050,FirstDose,1
2021-01-21,291060,FirstDose,1
2021-01-21,291075,FirstDose,2
2021-01-21,291080,FirstDose,6
2021-01-21,291185,FirstDose,3
2021-01-21,291220,FirstDose,1
2021-01-21,291345,FirstDose,1
2021-01-21,291360,FirstDose,1
2021-01-21,291390,FirstDose,1
2021-01-21,291400,FirstDose,1
2021-01-21,291460,FirstDose,2
2021-01-21,291480,FirstDose,6
2021-01-21,291650,FirstDose,5
2021-01-21,291770,FirstDose,1
2021-01-21,291810,FirstDose,1
2021-01-21,291840,FirstDose,1
2021-01-21,291860,FirstDose,1
2021-01-21,291950,FirstDose,1
2021-01-21,291955,FirstDose,1
2021-01-21,292010,FirstDose,1
2021-01-21,292290,FirstDose,1
2021-01-21,292310,FirstDose,2
2021-01-21,292340,FirstDose,1
2021-01-21,292380,FirstDose,1
2021-01-21,292400,FirstDose,9
2021-01-21,292420,FirstDose,2
2021-01-21,292450,FirstDose,1
2021-01-21,292650,FirstDose,1
2021-01-21,292660,FirstDose,3
2021-01-21,292680,FirstDose,1
2021-01-21,292700,FirstDose,7
2021-01-21,292710,FirstDose,1
2021-01-21,292740,FirstDose,39
2021-01-21,292760,FirstDose,2
2021-01-21,292990,FirstDose,1
2021-01-21,293220,FirstDose,1
2021-01-21,293330,FirstDose,3
2021-01-21,310620,FirstDose,1
2021-01-21,311750,FirstDose,1
2021-01-21,311830,FirstDose,2
2021-01-21,312080,FirstDose,1
2021-01-21,312770,FirstDose,1
2021-01-21,313130,FirstDose,1
2021-01-21,313375,FirstDose,1
2021-01-21,313420,FirstDose,1
2021-01-21,314290,FirstDose,1
2021-01-21,314330,FirstDose,3
2021-01-21,314700,FirstDose,1
2021-01-21,320130,FirstDose,1
2021-01-21,320520,FirstDose,1
2021-01-21,320530,FirstDose,5
2021-01-21,330100,FirstDose,1
2021-01-21,330455,FirstDose,7
2021-01-21,330580,FirstDose,2
2021-01-21,350550,FirstDose,2
2021-01-21,350750,FirstDose,1
2021-01-21,350950,FirstDose,2
2021-01-21,351040,FirstDose,1
2021-01-21,351050,FirstDose,1
2021-01-21,351060,FirstDose,2
2021-01-21,351380,FirstDose,1
2021-01-21,351640,FirstDose,1
2021-01-21,351870,FirstDose,1
2021-01-21,352100,FirstDose,1
2021-01-21,352210,FirstDose,1
2021-01-21,352250,FirstDose,1
2021-01-21,353290,FirstDose,1
2021-01-21,354330,FirstDose,1
2021-01-21,354340,FirstDose,5
2021-01-21,354390,FirstDose,1
2021-01-21,354780,FirstDose,2
2021-01-21,355030,FirstDose,22
2021-01-21,355340,FirstDose,1
2021-01-21,410580,FirstDose,1
2021-01-21,410690,FirstDose,1
2021-01-21,411370,FirstDose,1
2021-01-21,412690,FirstDose,1
2021-01-21,431830,FirstDose,1
2021-01-21,431980,FirstDose,1
2021-01-21,500570,FirstDose,1
2021-01-21,510790,FirstDose,1
2021-01-21,520235,FirstDose,1
2021-01-21,520870,FirstDose,1
2021-01-21,521180,FirstDose,1
2021-01-21,522060,FirstDose,1
2021-01-21,530010,FirstDose,3
2021-01-22,110020,FirstDose,1
2021-01-22,120040,FirstDose,2
2021-01-22,150140,FirstDose,1
2021-01-22,150550,FirstDose,1
2021-01-22,172100,FirstDose,1
2021-01-22,210300,FirstDose,1
2021-01-22,210455,FirstDose,1
2021-01-22,210530,FirstDose,1
2021-01-22,220940,FirstDose,1
2021-01-22,221100,FirstDose,1
2021-01-22,230430,FirstDose,1
2021-01-22,230440,FirstDose,3
2021-01-22,230720,FirstDose,1
2021-01-22,230730,FirstDose,1
2021-01-22,231110,FirstDose,1
2021-01-22,240380,FirstDose,1
2021-01-22,250060,FirstDose,1
2021-01-22,250320,FirstDose,1
2021-01-22,250400,FirstDose,2
2021-01-22,250750,FirstDose,2
2021-01-22,260345,FirstDose,1
2021-01-22,260370,FirstDose,1
2021-01-22,260600,FirstDose,1
2021-01-22,260620,FirstDose,1
2021-01-22,260805,FirstDose,1
2021-01-22,260970,FirstDose,1
2021-01-22,261100,FirstDose,2
2021-01-22,261160,FirstDose,3
2021-01-22,261580,FirstDose,1
2021-01-22,270030,FirstDose,13
2021-01-22,270070,FirstDose,1
2021-01-22,270090,FirstDose,1
2021-01-22,270100,FirstDose,1
2021-01-22,270150,FirstDose,1
2021-01-22,270270,FirstDose,1
2021-01-22,270280,FirstDose,1
2021-01-22,270420,FirstDose,1
2021-01-22,270430,FirstDose,6
2021-01-22,270470,FirstDose,1
2021-01-22,270490,FirstDose,1
2021-01-22,270500,FirstDose,1
2021-01-22,270630,FirstDose,2
2021-01-22,270640,FirstDose,22
2021-01-22,270670,FirstDose,10
2021-01-22,270710,FirstDose,2
2021-01-22,270750,FirstDose,4
2021-01-22,270800,FirstDose,1
2021-01-22,270820,FirstDose,2
2021-01-22,270880,FirstDose,2
2021-01-22,280010,FirstDose,8
2021-01-22,280020,FirstDose,4
2021-01-22,280030,FirstDose,899
2021-01-22,280030,SecondDose,2
2021-01-22,280040,FirstDose,11
2021-01-22,280050,FirstDose,7
2021-01-22,280060,FirstDose,25
2021-01-22,280067,FirstDose,15
2021-01-22,280070,FirstDose,6
2021-01-22,280100,FirstDose,11
2021-01-22,280120,FirstDose,21
2021-01-22,280130,FirstDose,18
2021-01-22,280140,FirstDose,8
2021-01-22,280150,FirstDose,10
2021-01-22,280160,FirstDose,1
2021-01-22,280170,FirstDose,19
2021-01-22,280190,FirstDose,2
2021-01-22,280200,FirstDose,3
2021-01-22,280210,FirstDose,22
2021-01-22,280220,FirstDose,6
2021-01-22,280230,FirstDose,4
2021-01-22,280240,FirstDose,1
2021-01-22,280250,FirstDose,3
2021-01-22,280260,FirstDose,1
2021-01-22,280270,FirstDose,7
2021-01-22,280280,FirstDose,8
2021-01-22,280290,First Dose,1
2021-01-22,280290,FirstDose,132
2021-01-22,280300,FirstDose,26
2021-01-22,280310,FirstDose,2
2021-01-22,280320,FirstDose,7
2021-01-22,280330,FirstDose,12
2021-01-22,280330,SecondDose,1
2021-01-22,280340,FirstDose,2
2021-01-22,280350,FirstDose,75
2021-01-22,280360,FirstDose,12
2021-01-22,280370,FirstDose,7
2021-01-22,280370,SecondDose,1
2021-01-22,280380,FirstDose,3
2021-01-22,280390,FirstDose,29
2021-01-22,280400,FirstDose,2
2021-01-22,280410,FirstDose,7
2021-01-22,280420,FirstDose,4
2021-01-22,280430,FirstDose,16
2021-01-22,280440,FirstDose,8
2021-01-22,280445,FirstDose,8
2021-01-22,280445,SecondDose,2
2021-01-22,280450,FirstDose,23
2021-01-22,280460,FirstDose,31
2021-01-22,280470,FirstDose,1
2021-01-22,280480,FirstDose,110
2021-01-22,280490,FirstDose,5
2021-01-22,280510,FirstDose,6
2021-01-22,280520,FirstDose,2
2021-01-22,280530,FirstDose,9
2021-01-22,280540,FirstDose,17
2021-01-22,280550,FirstDose,10
2021-01-22,280560,FirstDose,148
2021-01-22,280560,SecondDose,1
2021-01-22,280570,FirstDose,15
2021-01-22,280570,SecondDose,1
2021-01-22,280580,FirstDose,12
2021-01-22,280590,FirstDose,6
2021-01-22,280600,FirstDose,22
2021-01-22,280610,FirstDose,23
2021-01-22,280630,FirstDose,2
2021-01-22,280640,FirstDose,2
2021-01-22,280650,FirstDose,7
2021-01-22,280660,FirstDose,3
2021-01-22,280670,FirstDose,76
2021-01-22,280670,SecondDose,1
2021-01-22,280680,FirstDose,7
2021-01-22,280690,FirstDose,2
2021-01-22,280700,FirstDose,8
2021-01-22,280710,FirstDose,48
2021-01-22,280720,FirstDose,14
2021-01-22,280730,FirstDose,2
2021-01-22,280730,SecondDose,1
2021-01-22,280740,FirstDose,21
2021-01-22,280750,FirstDose,5
2021-01-22,280760,FirstDose,38
2021-01-22,290070,FirstDose,4
2021-01-22,290160,FirstDose,1
2021-01-22,290190,FirstDose,1
2021-01-22,290205,FirstDose,1
2021-01-22,290570,FirstDose,1
2021-01-22,290780,FirstDose,3
2021-01-22,290790,FirstDose,1
2021-01-22,290860,FirstDose,1
2021-01-22,290920,FirstDose,3
2021-01-22,290960,FirstDose,1
2021-01-22,291075,FirstDose,1
2021-01-22,291080,FirstDose,5
2021-01-22,291185,FirstDose,1
2021-01-22,291360,FirstDose,2
2021-01-22,291390,FirstDose,1
2021-01-22,291480,FirstDose,2
2021-01-22,291650,FirstDose,1
2021-01-22,291750,FirstDose,1
2021-01-22,291770,FirstDose,1
2021-01-22,291790,FirstDose,1
2021-01-22,291800,FirstDose,1
2021-01-22,291920,FirstDose,1
2021-01-22,291992,FirstDose,1
2021-01-22,292220,FirstDose,1
2021-01-22,292290,FirstDose,1
2021-01-22,292310,FirstDose,1
2021-01-22,292380,FirstDose,2
2021-01-22,292400,FirstDose,4
2021-01-22,292520,FirstDose,1
2021-01-22,292700,FirstDose,1
2021-01-22,292740,FirstDose,22
2021-01-22,292760,FirstDose,1
2021-01-22,292870,FirstDose,1
2021-01-22,293050,FirstDose,1
2021-01-22,293076,FirstDose,1
2021-01-22,293190,FirstDose,1
2021-01-22,293330,FirstDose,2
2021-01-22,293360,FirstDose,1
2021-01-22,310160,FirstDose,1
2021-01-22,310400,FirstDose,1
2021-01-22,313620,FirstDose,1
2021-01-22,314330,FirstDose,2
2021-01-22,314810,FirstDose,1
2021-01-22,330170,FirstDose,1
2021-01-22,330455,FirstDose,3
2021-01-22,350950,FirstDose,2
2021-01-22,351110,FirstDose,1
2021-01-22,351840,FirstDose,1
2021-01-22,352010,FirstDose,1
2021-01-22,353690,FirstDose,1
2021-01-22,354140,FirstDose,1
2021-01-22,354340,FirstDose,1
2021-01-22,354880,FirstDose,1
2021-01-22,355030,FirstDose,5
2021-01-22,355100,FirstDose,1
2021-01-22,411420,FirstDose,1
2021-01-22,412770,FirstDose,1
2021-01-22,420820,FirstDose,1
2021-01-22,421320,FirstDose,1
2021-01-22,421567,FirstDose,1
2021-01-22,431560,FirstDose,1
2021-01-22,431570,FirstDose,1
2021-01-22,431690,FirstDose,1
2021-01-22,500270,FirstDose,1
2021-01-22,500295,FirstDose,1
2021-01-22,510340,FirstDose,3
2021-01-22,520870,FirstDose,1
2021-01-22,521380,FirstDose,1
2021-01-22,530010,FirstDose,1
2021-01-23,172100,FirstDose,1
2021-01-23,260410,FirstDose,1
2021-01-23,261160,FirstDose,1
2021-01-23,270240,FirstDose,1
2021-01-23,270640,FirstDose,2
2021-01-23,270710,FirstDose,1
2021-01-23,280030,FirstDose,60
2021-01-23,280030,SecondDose,1
2021-01-23,280060,FirstDose,2
2021-01-23,280067,FirstDose,1
2021-01-23,280070,FirstDose,2
2021-01-23,280120,FirstDose,6
2021-01-23,280210,FirstDose,2
2021-01-23,280290,FirstDose,1
2021-01-23,280300,FirstDose,1
2021-01-23,280350,FirstDose,1
2021-01-23,280420,FirstDose,1
2021-01-23,280480,FirstDose,6
2021-01-23,280510,FirstDose,9
2021-01-23,280540,FirstDose,26
2021-01-23,280560,FirstDose,28
2021-01-23,280580,FirstDose,1
2021-01-23,280640,FirstDose,1
2021-01-23,280670,FirstDose,1
2021-01-23,291185,FirstDose,1
2021-01-23,292270,FirstDose,1
2021-01-23,292740,FirstDose,1
2021-01-23,330455,FirstDose,1
2021-01-23,353910,FirstDose,1
2021-01-23,354390,FirstDose,1
2021-01-23,530010,FirstDose,1
