Date,IBGE6,Type,N
2021-01-29,140070,FirstDose,51
2021-01-29,150100,FirstDose,1
2021-01-29,150150,FirstDose,1
2021-01-29,210530,FirstDose,1
2021-01-29,210740,FirstDose,1
2021-01-29,211003,FirstDose,1
2021-01-29,211150,FirstDose,1
2021-01-29,211300,FirstDose,1
2021-01-29,230440,FirstDose,3
2021-01-29,230763,FirstDose,1
2021-01-29,231240,FirstDose,1
2021-01-29,250750,FirstDose,1
2021-01-29,310670,FirstDose,1
2021-01-29,352160,FirstDose,2
2021-01-29,430965,FirstDose,1
2021-01-29,431690,FirstDose,1
2021-01-29,432280,FirstDose,1
2021-01-29,500270,FirstDose,1
2021-01-29,510080,FirstDose,1
2021-01-29,520870,FirstDose,1
2021-01-30,130040,FirstDose,1
2021-01-30,140002,FirstDose,91
2021-01-30,140005,FirstDose,64
2021-01-30,140010,FirstDose,109
2021-01-30,140015,FirstDose,19
2021-01-30,140017,FirstDose,1
2021-01-30,140020,FirstDose,50
2021-01-30,140030,FirstDose,7
2021-01-30,140040,FirstDose,8
2021-01-30,140045,FirstDose,41
2021-01-30,140070,FirstDose,18
2021-01-30,211130,FirstDose,1
2021-01-30,420640,FirstDose,1
2021-01-31,140002,FirstDose,48
2021-01-31,140005,FirstDose,30
2021-01-31,140010,FirstDose,52
2021-01-31,140015,FirstDose,45
2021-01-31,140017,FirstDose,8
2021-01-31,140020,FirstDose,19
2021-01-31,140040,FirstDose,4
2021-01-31,140045,FirstDose,2
2021-01-31,140047,FirstDose,1
2021-01-31,140070,FirstDose,2
2021-02-01,110010,FirstDose,1
2021-02-01,110020,FirstDose,3
2021-02-01,130040,FirstDose,13
2021-02-01,130260,FirstDose,11
2021-02-01,140002,FirstDose,25
2021-02-01,140002,SecondDose,1
2021-02-01,140005,FirstDose,53
2021-02-01,140010,FirstDose,419
2021-02-01,140010,SecondDose,5
2021-02-01,140015,FirstDose,44
2021-02-01,140017,FirstDose,17
2021-02-01,140020,FirstDose,20
2021-02-01,140023,FirstDose,3
2021-02-01,140028,FirstDose,5
2021-02-01,140030,FirstDose,20
2021-02-01,140040,FirstDose,34
2021-02-01,140045,FirstDose,73
2021-02-01,140045,SecondDose,1
2021-02-01,140047,FirstDose,12
2021-02-01,140050,FirstDose,2
2021-02-01,140060,FirstDose,4
2021-02-01,140070,FirstDose,65
2021-02-01,150140,FirstDose,1
2021-02-01,230440,FirstDose,1
2021-02-01,241475,FirstDose,1
2021-02-01,250215,FirstDose,1
2021-02-01,251530,FirstDose,1
2021-02-01,270030,FirstDose,1
2021-02-01,311205,FirstDose,1
2021-02-01,313670,FirstDose,1
2021-02-01,320500,FirstDose,1
2021-02-01,330455,FirstDose,2
2021-02-01,330510,FirstDose,1
2021-02-01,350710,FirstDose,1
2021-02-01,352010,FirstDose,1
2021-02-01,352720,FirstDose,1
2021-02-01,355030,FirstDose,1
2021-02-01,410690,FirstDose,1
2021-02-01,410830,FirstDose,1
2021-02-01,411520,FirstDose,1
2021-02-01,420540,FirstDose,1
2021-02-01,430510,FirstDose,1
2021-02-01,500270,FirstDose,1
2021-02-01,500370,FirstDose,1
2021-02-01,510340,FirstDose,1
2021-02-01,510350,FirstDose,1
2021-02-01,510794,FirstDose,1
2021-02-01,520870,FirstDose,1
2021-02-02,110020,FirstDose,1
2021-02-02,120040,FirstDose,1
2021-02-02,130020,FirstDose,1
2021-02-02,130040,FirstDose,1
2021-02-02,130250,FirstDose,1
2021-02-02,130260,FirstDose,11
2021-02-02,130380,FirstDose,1
2021-02-02,140002,FirstDose,33
2021-02-02,140002,SecondDose,7
2021-02-02,140005,FirstDose,45
2021-02-02,140005,SecondDose,2
2021-02-02,140010,FirstDose,376
2021-02-02,140010,SecondDose,6
2021-02-02,140015,FirstDose,61
2021-02-02,140017,FirstDose,26
2021-02-02,140020,FirstDose,20
2021-02-02,140023,FirstDose,4
2021-02-02,140028,FirstDose,7
2021-02-02,140030,FirstDose,6
2021-02-02,140040,FirstDose,23
2021-02-02,140045,FirstDose,78
2021-02-02,140045,SecondDose,1
2021-02-02,140047,FirstDose,8
2021-02-02,140050,FirstDose,4
2021-02-02,140060,FirstDose,1
2021-02-02,140070,FirstDose,85
2021-02-02,150060,FirstDose,1
2021-02-02,150195,FirstDose,1
2021-02-02,150270,FirstDose,1
2021-02-02,150380,FirstDose,1
2021-02-02,160030,FirstDose,1
2021-02-02,210530,FirstDose,1
2021-02-02,210910,FirstDose,1
2021-02-02,220240,FirstDose,1
2021-02-02,220945,FirstDose,1
2021-02-02,230760,FirstDose,1
2021-02-02,240325,FirstDose,1
2021-02-02,250750,FirstDose,1
2021-02-02,251080,FirstDose,1
2021-02-02,261160,FirstDose,2
2021-02-02,261370,FirstDose,1
2021-02-02,291460,FirstDose,1
2021-02-02,310620,FirstDose,1
2021-02-02,330455,FirstDose,1
2021-02-02,330510,FirstDose,1
2021-02-02,350570,FirstDose,1
2021-02-02,350600,FirstDose,1
2021-02-02,352240,FirstDose,1
2021-02-02,410690,FirstDose,1
2021-02-02,410960,FirstDose,1
2021-02-02,431800,FirstDose,1
2021-02-02,500270,FirstDose,1
2021-02-02,500790,FirstDose,1
2021-02-02,510790,FirstDose,1
2021-02-02,530010,FirstDose,1
2021-02-03,130260,FirstDose,9
2021-02-03,130353,FirstDose,1
2021-02-03,130406,FirstDose,1
2021-02-03,140002,FirstDose,88
2021-02-03,140005,FirstDose,161
2021-02-03,140010,FirstDose,534
2021-02-03,140010,SecondDose,7
2021-02-03,140015,FirstDose,50
2021-02-03,140017,FirstDose,69
2021-02-03,140020,FirstDose,21
2021-02-03,140020,SecondDose,1
2021-02-03,140023,FirstDose,7
2021-02-03,140028,FirstDose,24
2021-02-03,140028,SecondDose,1
2021-02-03,140030,FirstDose,23
2021-02-03,140040,FirstDose,50
2021-02-03,140040,SecondDose,1
2021-02-03,140045,FirstDose,50
2021-02-03,140047,FirstDose,8
2021-02-03,140050,FirstDose,1
2021-02-03,140060,FirstDose,2
2021-02-03,140070,FirstDose,112
2021-02-03,140070,SecondDose,1
2021-02-03,150080,FirstDose,1
2021-02-03,150145,FirstDose,1
2021-02-03,150360,FirstDose,1
2021-02-03,150619,FirstDose,1
2021-02-03,172100,FirstDose,1
2021-02-03,210810,FirstDose,1
2021-02-03,211290,FirstDose,1
2021-02-03,240740,FirstDose,1
2021-02-03,250215,FirstDose,1
2021-02-03,291080,FirstDose,1
2021-02-03,310620,FirstDose,2
2021-02-03,312710,FirstDose,1
2021-02-03,313670,FirstDose,1
2021-02-03,315895,FirstDose,1
2021-02-03,330455,FirstDose,1
2021-02-03,350960,FirstDose,1
2021-02-03,355030,FirstDose,1
2021-02-03,411380,FirstDose,1
2021-02-03,431870,FirstDose,1
2021-02-03,500270,FirstDose,1
2021-02-03,510770,FirstDose,1
2021-02-03,530010,FirstDose,2
2021-02-04,110020,FirstDose,1
2021-02-04,120040,FirstDose,1
2021-02-04,130110,FirstDose,1
2021-02-04,130190,SecondDose,1
2021-02-04,130260,FirstDose,6
2021-02-04,130260,SecondDose,2
2021-02-04,130353,SecondDose,2
2021-02-04,140002,FirstDose,48
2021-02-04,140002,SecondDose,2
2021-02-04,140005,FirstDose,176
2021-02-04,140005,SecondDose,1
2021-02-04,140010,First Dose,1
2021-02-04,140010,FirstDose,479
2021-02-04,140010,SecondDose,47
2021-02-04,140015,FirstDose,82
2021-02-04,140015,SecondDose,27
2021-02-04,140017,FirstDose,49
2021-02-04,140020,FirstDose,29
2021-02-04,140020,SecondDose,1
2021-02-04,140023,FirstDose,1
2021-02-04,140028,FirstDose,12
